author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,street,underground,price_per_square_meter
real_estate_agent,Химки,21,25,1,41.0,12000000,2016,18.6,9.1,Химки,9 Мая,Молжаниново,292682
real_estate_agent,Химки,12,16,1,41.4,12000000,2020,19.0,13.1,Химки,Ленинский проспект,Химки,289855
realtor,Химки,8,26,1,58.0,12000000,2008,22.3,15.0,Химки,Молодежная,Химки,206896
homeowner,Химки,5,5,1,40.3,12000000,2018,23.19103197257147,7.075691035714864,Химки,Ивановская,Планерная,297766
real_estate_agent,Химки,18,25,1,38.8,12200000,2023,16.0,11.1,Химки,Родионова,Молжаниново,314432
homeowner,Химки,18,26,1,38.8,12200000,2017,16.0,11.1,Химки,Родионова,Молжаниново,314432
homeowner,Химки,15,24,1,43.7,12399000,2015,22.0,12.0,Химки,Московская,Химки,283729
realtor,Химки,8,17,1,54.0,12500000,2001,30.0,7.0,Химки,Спартаковская,Химки,231481
homeowner,Химки,3,25,1,41.0,12650000,2016,16.7,10.1,Химки,Кирова,Химки,308536
realtor,Химки,9,12,1,53.0,13000000,2014,26.0,13.0,Химки,8 Марта,Химки,245283
realtor,Химки,1,8,1,62.4,13154000,2017,35.90869466720744,10.955908700461725,Химки,Ивановская,Молжаниново,210801
unknown,Химки,4,26,1,50.4,13300000,2013,25.0,12.0,Химки,Калинина,Химки,263888
real_estate_agent,Химки,15,24,1,46.6,13500000,2015,21.0,8.0,Химки,Юннатов,Химки,289699
homeowner,Химки,24,25,1,43.0,13500000,2017,14.0,16.0,Химки,9 Мая,Молжаниново,313953
real_estate_agent,Химки,17,25,1,49.0,13800000,1972,19.3,12.4,Химки,Ленинский проспект,Химки,281632
homeowner,Химки,11,25,1,49.0,13800000,2014,19.4,15.2,Химки,Московская,Химки,281632
homeowner,Химки,17,25,1,49.0,13800000,2016,19.3,12.4,Химки,Ленинский проспект,Химки,281632
homeowner,Химки,24,26,1,57.0,13950000,2008,30.0,14.0,Химки,Молодежная,Химки,244736
homeowner,Химки,35,42,1,41.9,14000000,2019,24.111767733269097,9.0,Химки,Кудрявцева,Химки,334128
realtor,Химки,7,18,1,55.0,14250000,2023,31.650291773980918,9.656650296881327,Химки,Кудрявцева,Химки,259090
real_estate_agent,Химки,8,25,1,55.0,14500000,2008,31.650291773980918,13.0,Химки,Строителей,Химки,263636
real_estate_agent,Химки,12,26,1,45.1,14500000,2015,18.0,12.0,Химки,Юннатов,Химки,321507
homeowner,Химки,8,25,1,55.0,14500000,2008,31.650291773980918,9.656650296881327,Химки,Строителей,Планерная,263636
real_estate_agent,Химки,12,37,1,49.0,15500000,2023,12.5,5.5,Химки,Кудрявцева,Химки,316326
homeowner,Химки,20,26,1,50.9,16300000,2015,29.290906387193246,8.93679091111381,Химки,Юннатов,Химки,320235
homeowner,Химки,18,37,1,59.8,16500000,2019,30.0,10.0,Химки,Кудрявцева,Химки,275919
homeowner,Химки,8,9,1,55.0,17900000,2014,31.650291773980918,9.656650296881327,Химки,Заречная,Молжаниново,325454
realtor,Химки,3,9,1,48.7,18000000,2016,28.024894716234012,8.550524899238559,Химки,Ивановская,Молжаниново,369609
real_estate_agent,Химки,3,8,1,57.0,20990000,2017,30.0,16.0,Химки,Ивановская,Молжаниново,368245
homeowner,Химки,1,8,1,30.0,6700000,2014,17.2637955130805,10.0,Химки,проезд Набережный,Шереметьевская,223333
homeowner,Химки,13,13,1,38.0,6900000,2018,15.0,15.0,Химки,1-я Лесная,Подрезково,181578
homeowner,Химки,7,17,1,37.1,7250000,2019,16.6,9.6,Химки,Железнодорожная,Сходня,195417
homeowner,Химки,11,17,1,30.0,7500000,2020,15.0,8.6,Химки,Имени К.И. Вороницына,Химки,250000
homeowner,Химки,19,19,1,43.5,8000000,2014,14.5,12.5,Химки,переулок 2-й Чапаевский,Сходня,183908
homeowner,Химки,17,17,1,36.6,8200000,1999,19.0,8.0,Химки,Молодежная,Сходненская,224043
homeowner,Химки,4,17,1,30.6,8250000,2019,14.9,8.6,Химки,Имени К.И. Вороницына,Химки,269607
homeowner,Химки,14,17,1,54.0,10900000,2003,42.0,10.0,Химки,Юбилейный проспект,Химки,201851
homeowner,Химки,1,4,1,49.0,11500000,2018,17.2,15.0,Химки,Ивановская,Молжаниново,234693
homeowner,Химки,17,17,1,54.0,12500000,2002,21.0,12.0,Химки,Зои Космодемьянской,Химки,231481
realtor,Химки,5,25,1,41.1,13000000,2017,17.0,12.1,Химки,Ленинский проспект,Химки,316301
homeowner,Химки,14,22,1,46.0,15500000,2014,26.471153120056766,12.0,Химки,Московская,Химки,336956
developer,Химки,7,8,2,55.9,10856303,2022,32.16820563937333,9.814668210830295,Химки,Генерала Дьяконова,Водники,194209
real_estate_agent,Химки,20,25,2,60.2,14700000,2023,41.2,14.0,Химки,Юбилейный проспект,Химки,244186
homeowner,Химки,13,17,3,72.5,15900000,1986,43.3,10.7,Химки,Панфилова,Сходненская,219310
homeowner,Химки,22,23,3,75.0,15000000,2014,57.0,11.0,Химки,Академика Грушина,Химки,200000
real_estate_agent,Химки,11,25,2,80.0,15500000,2023,39.0,15.0,Химки,Молодежная,Сходненская,193750
real_estate_agent,Химки,10,26,2,46.9,11100000,2023,15.0,18.0,Химки,9 Мая,Молжаниново,236673
real_estate_agent,Химки,3,12,2,53.0,11000000,1998,25.0,12.0,Химки,Панфилова,Химки,207547
real_estate_agent,Химки,17,17,2,64.0,12500000,2018,37.0,13.0,Химки,9 Мая,Химки,195312
real_estate_agent,Химки,11,17,1,57.0,9700000,2023,22.0,16.0,Химки,Бабакина,Сходненская,170175
homeowner,Химки,10,12,2,46.7,11500000,2017,32.0,8.0,Химки,Молодежная,Молжаниново,246252
homeowner,Химки,8,12,2,44.3,9999900,1969,29.6,5.7,Химки,9 Мая,Химки,225731
realtor,Химки,7,14,2,55.0,10700000,2023,30.0,8.0,Химки,Дружбы,Молжаниново,194545
real_estate_agent,Химки,20,23,1,50.1,11700000,2005,19.9,12.0,Химки,Лавочкина,Химки,233532
real_estate_agent,Химки,10,25,2,61.0,12250000,2012,35.0,10.0,Химки,Горшина,Химки,200819
realtor,Химки,3,9,1,31.0,5750000,2012,17.839255363516518,5.442839258242203,Химки,Летчика Ивана Федорова,Шереметьевская,185483
developer,Химки,4,8,1,39.7,8750299,2022,22.845756062309864,6.970345759748886,Химки,Генерала Дьяконова,Водники,220410
real_estate_agent,Химки,20,22,1,41.7,9000000,2023,17.7,10.4,Химки,Горшина,Химки,215827
realtor,Химки,8,17,1,35.9,6400000,2017,18.4,11.4,Химки,Железнодорожная,Новоподрезково,178272
realtor,Химки,15,17,1,31.2,6990000,2020,15.0,8.0,Химки,Германа Титова,Химки,224038
realtor,Химки,24,24,1,45.7,9500000,2018,14.0,19.0,Химки,Совхозная,Левобережная,207877
homeowner,Химки,14,17,1,37.0,5950000,2014,16.0,10.0,Химки,1-я Лесная,Подрезково,160810
realtor,Химки,18,22,1,45.0,9500000,2008,20.0,10.5,Химки,Мельникова,Молжаниново,211111
realtor,Химки,6,19,1,40.5,6500000,2014,17.0,8.0,Химки,тупик 3-й Мичуринский,Сходня,160493
developer,Химки,7,8,1,39.1,9477838,2022,22.50048015204825,6.865000483782908,Химки,Генерала Дьяконова,Водники,242399
realtor,Химки,24,25,1,41.0,11200000,2017,16.0,16.0,Химки,9 Мая,Молжаниново,273170
realtor,Химки,2,9,1,33.6,6400000,2015,18.0,7.0,Химки,Германа Титова,Химки,190476
developer,Химки,8,8,1,40.1,9960400,2022,23.07594000248427,7.040575943726205,Химки,Генерала Дьяконова,Водники,248389
real_estate_agent,Химки,5,10,1,46.7,6400000,2010,18.0,16.0,Химки,Папанина,Сходня,137044
developer,Химки,8,8,1,39.2,9260842,2023,22.558026137091854,6.882558029777238,Химки,Генерала Дьяконова,Водники,236245
real_estate_agent,Химки,6,9,1,48.0,6700000,2010,22.0,14.0,Химки,Папанина,Сходня,139583
homeowner,Химки,5,9,1,33.3,6500000,2014,14.5,8.5,Химки,Летчика Ивана Федорова,Шереметьевская,195195
real_estate_agent,Химки,16,21,1,33.7,7911960,2023,19.392996959693765,5.916893000089106,Химки,Имени К.И. Вороницына,Химки,234776
realtor,Химки,5,17,1,42.0,7580000,2016,12.0,17.0,Химки,Германа Титова,Химки,180476
real_estate_agent,Химки,21,21,1,30.9,7634627,2023,17.781709378472915,5.425281712247873,Химки,Имени К.И. Вороницына,Химки,247075
real_estate_agent,Химки,19,25,1,42.0,8500000,2023,18.0,10.0,Химки,Горшина,Химки,202380
real_estate_agent,Химки,21,21,1,32.8,8591142,2023,18.875083094301345,5.7588750861401365,Химки,Имени К.И. Вороницына,Химки,261925
homeowner,Химки,12,17,1,38.4,8800000,1993,19.1,7.0,Химки,Молодежная,Сходненская,229166
real_estate_agent,Химки,2,9,1,30.9,6350000,2012,14.6,8.2,Химки,Овражная,Подрезково,205501
real_estate_agent,Химки,2,17,1,30.2,6708779,2019,17.378887483167702,5.3023788902875655,Химки,Имени К.И. Вороницына,Беломорская,222145
homeowner,Химки,8,17,1,43.2,8250000,2014,18.0,11.2,Химки,Центральная,Подрезково,190972
realtor,Химки,6,9,1,39.0,6900000,2017,18.3,8.0,Химки,Овражная,Сходня,176923
real_estate_agent,Химки,19,21,1,32.3,7762321,2023,18.587353169083336,5.6710873561684885,Химки,Имени К.И. Вороницына,Химки,240319
real_estate_agent,Химки,8,9,1,33.6,7200000,2018,14.4,8.1,Химки,Германа Титова,Химки,214285
real_estate_agent,Химки,17,21,1,39.8,9875844,2023,22.90330204735346,6.987903305743215,Химки,Имени К.И. Вороницына,Химки,248136
realtor,Химки,18,22,1,41.9,8000000,2006,24.111767733269097,11.0,Химки,Мельникова,Молжаниново,190930
developer,Химки,8,8,1,38.8,8210233,2022,22.327842196917445,6.812327845799918,Химки,Генерала Дьяконова,Водники,211603
developer,Химки,8,8,1,40.1,8466340,2022,23.07594000248427,7.040575943726205,Химки,Генерала Дьяконова,Водники,211130
developer,Химки,5,8,1,38.9,9418963,2022,22.385388181961048,6.829885391794249,Химки,Генерала Дьяконова,Водники,242132
realtor,Химки,4,9,1,30.3,5600000,2013,14.0,8.0,Химки,проезд Набережный,Шереметьевская,184818
realtor,Химки,6,17,1,37.2,5900000,2018,12.7,13.2,Химки,Железнодорожная,Сходня,158602
real_estate_agent,Химки,35,41,1,36.6,11800000,2019,18.0,10.0,Химки,Кудрявцева,Химки,322404
realtor,Химки,9,10,1,32.7,6800000,2015,20.0,8.0,Химки,Германа Титова,Молжаниново,207951
real_estate_agent,Химки,2,26,1,41.4,8900000,2017,23.824037808051088,9.0,Химки,9 Мая,Молжаниново,214975
real_estate_agent,Химки,17,17,1,39.0,7500000,2023,19.8,8.3,Химки,Панфилова,Планерная,192307
real_estate_agent,Химки,5,25,1,47.0,9000000,2010,23.0,15.0,Химки,Совхозная,Левобережная,191489
realtor,Химки,5,5,1,34.2,7400000,2019,20.0,11.0,Химки,Ивановская,Молжаниново,216374
real_estate_agent,Химки,14,23,1,41.5,8990000,2016,17.7,10.4,Химки,Родионова,Молжаниново,216626
real_estate_agent,Химки,4,17,1,36.0,5900000,2023,18.0,10.0,Химки,Ленинградская,Сходня,163888
realtor,Химки,10,18,1,43.5,11500000,2016,18.4,11.3,Химки,9 Мая,Молжаниново,264367
realtor,Химки,13,17,1,35.9,5100000,2019,20.659008630653,8.0,Химки,проезд Тепличный,Сходня,142061
homeowner,Химки,15,25,1,42.0,8900000,2006,18.0,11.0,Химки,Молодежная,Молжаниново,211904
realtor,Химки,3,17,1,36.2,6700000,2012,19.0,9.0,Химки,Ленина,Сходня,185082
homeowner,Химки,15,17,1,43.5,7880000,2023,18.0,11.5,Химки,1-я Лесная,Подрезково,181149
homeowner,Химки,3,19,1,44.7,7990000,2007,23.8,9.6,Химки,Юбилейный проезд,Сходня,178747
real_estate_agent,Химки,2,17,1,41.0,6400000,2023,20.0,8.0,Химки,тупик 3-й Мичуринский,Сходня,156097
homeowner,Химки,2,9,1,42.0,9200000,2012,20.0,10.0,Химки,Ленинский проспект,Химки,219047
real_estate_agent,Химки,9,25,1,34.7,7100000,2017,16.0,8.0,Химки,Молодежная,Молжаниново,204610
real_estate_agent,Химки,12,13,1,40.4,7500000,2002,17.7,10.2,Химки,проспект Мельникова,Молжаниново,185643
realtor,Химки,15,18,1,57.1,13000000,2019,19.0,9.2,Химки,Кудрявцева,Химки,227670
realtor,Химки,11,25,1,46.0,10000000,2023,20.0,12.0,Химки,проспект Мельникова,Молжаниново,217391
real_estate_agent,Химки,4,8,1,37.0,7450000,2023,18.0,8.0,Химки,Германа Титова,Химки,201351
homeowner,Химки,6,17,1,38.0,6700000,2015,17.0,9.0,Химки,1-я Лесная,Подрезково,176315
real_estate_agent,Химки,21,23,1,48.0,9500000,2013,25.0,12.0,Химки,Дружбы,Молжаниново,197916
unknown,Химки,2,5,1,34.4,7200000,2018,16.5,11.5,Химки,Ивановская,Молжаниново,209302
real_estate_agent,Химки,7,10,1,30.8,6900000,2015,14.4,8.1,Химки,Германа Титова,Молжаниново,224025
real_estate_agent,Химки,13,17,1,45.8,7750000,2013,19.0,13.0,Химки,Мичурина,Сходня,169213
realtor,Химки,2,27,1,41.5,8490000,2005,17.6,10.5,Химки,Молодежная,Молжаниново,204578
real_estate_agent,Химки,11,14,1,42.2,7490000,2013,19.0,13.0,Химки,1-я Лесная,Подрезково,177488
homeowner,Химки,4,8,1,31.2,6100000,2013,15.4,8.0,Химки,Летчика Ивана Федорова,Шереметьевская,195512
realtor,Химки,11,23,1,43.4,9200000,2011,18.0,10.0,Химки,Горшина,Химки,211981
homeowner,Химки,6,16,1,38.0,7200000,2013,15.0,11.0,Химки,Мичурина,Сходня,189473
realtor,Химки,13,25,1,41.7,8500000,2023,17.6,10.5,Химки,Молодежная,Молжаниново,203836
realtor,Химки,9,25,1,41.5,9000000,2023,17.7,10.1,Химки,Совхозная,Левобережная,216867
realtor,Химки,8,17,1,41.0,7500000,2021,17.0,11.2,Химки,1-я Лесная,Подрезково,182926
real_estate_agent,Химки,8,17,1,42.0,8900000,2003,18.0,11.0,Химки,Юбилейный проспект,Химки,211904
real_estate_agent,Химки,14,17,1,38.7,6800000,2023,18.0,13.0,Химки,Мичурина,Сходня,175710
realtor,Химки,6,9,1,54.3,11200000,2010,31.2474698786757,9.53374747492102,Химки,Береговая,Химки,206261
homeowner,Химки,14,17,1,34.0,7000000,2019,19.565634914824567,7.0,Химки,Германа Титова,Химки,205882
real_estate_agent,Химки,2,3,1,27.3,9199999,2012,17.3,5.0,Химки,Юннатов,Химки,336996
realtor,Химки,9,17,1,42.7,6200000,2012,24.572135613617913,11.6,Химки,Центральная,Подрезково,145199
realtor,Химки,10,24,1,38.5,9450000,2015,22.15520424178664,10.0,Химки,Московская,Химки,245454
real_estate_agent,Химки,1,9,1,57.0,6950000,2015,31.0,13.0,Химки,Овражная,Сходня,121929
real_estate_agent,Химки,13,18,1,63.0,17500000,2023,35.0,12.0,Химки,Юннатов,Химки,277777
real_estate_agent,Химки,6,6,1,44.9,6400000,2011,18.0,11.0,Химки,Папанина,Сходня,142538
realtor,Химки,17,26,1,51.6,12600000,2014,24.0,12.7,Химки,Ватутина,Химки,244186
real_estate_agent,Химки,8,10,1,33.1,11490000,2021,20.0,8.0,Химки,Кудрявцева,Химки,347129
realtor,Химки,11,27,1,41.0,8800000,2014,19.0,10.0,Химки,Совхозная,Левобережная,214634
homeowner,Химки,4,6,1,33.0,7200000,2014,14.0,8.0,Химки,проезд Набережный,Шереметьевская,218181
realtor,Химки,13,17,1,38.8,7400000,1998,19.0,8.0,Химки,Бабакина,Планерная,190721
homeowner,Химки,1,5,1,35.5,6500000,2016,20.428824690478592,6.232928827987039,Химки,Озерная,Химки,183098
realtor,Химки,15,26,1,55.06,9900000,2016,21.4,13.6,Химки,9 Мая,Молжаниново,179803
homeowner,Химки,4,9,1,33.5,7500000,2014,15.1,10.0,Химки,Ленинский проспект,Химки,223880
real_estate_agent,Химки,7,25,1,36.5,10500000,2014,15.0,10.0,Химки,Юбилейный проспект,Химки,287671
real_estate_agent,Химки,6,9,1,32.5,6500000,2016,17.0,8.0,Химки,Германа Титова,Химки,200000
realtor,Химки,12,18,1,26.6,7000000,2020,17.8,4.670307234491697,Химки,Имени К.И. Вороницына,Химки,263157
real_estate_agent,Химки,17,26,1,34.0,7350000,2023,15.0,10.0,Химки,9 Мая,Молжаниново,216176
realtor,Химки,7,19,1,45.5,7999000,2013,18.1,15.6,Химки,Мичурина,Сходня,175802
realtor,Химки,3,5,1,33.2,7500000,2018,15.0,8.0,Химки,Ивановская,Молжаниново,225903
homeowner,Химки,2,17,1,45.3,7280000,2016,25.0,12.0,Химки,Германа Титова,Химки,160706
real_estate_agent,Химки,32,37,1,36.8,13500000,2019,26.0,3.0,Химки,Кудрявцева,Химки,366847
real_estate_agent,Химки,1,8,1,30.02,6500000,2014,17.27530471008922,8.0,Химки,проезд Набережный,Шереметьевская,216522
real_estate_agent,Химки,17,17,1,32.6,7600000,2019,15.2,9.0,Химки,Германа Титова,Химки,233128
real_estate_agent,Химки,7,25,1,43.4,8990000,2017,17.7,10.4,Химки,Молодежная,Молжаниново,207142
homeowner,Химки,12,13,1,33.6,7550000,1994,18.6,9.0,Химки,Панфилова,Химки,224702
real_estate_agent,Химки,16,18,1,30.0,7600000,2023,15.0,8.7,Химки,Имени К.И. Вороницына,Химки,253333
realtor,Химки,6,9,1,32.6,6300000,2013,15.0,8.5,Химки,Летчика Ивана Федорова,Шереметьевская,193251
realtor,Химки,19,25,1,45.2,10500000,2023,19.0,11.9,Химки,проспект Мельникова,Молжаниново,232300
homeowner,Химки,2,17,1,36.0,7100000,2013,20.0,9.0,Химки,Мичурина,Сходня,197222
real_estate_agent,Химки,12,17,1,29.1,6260000,2023,15.0,5.0,Химки,Германа Титова,Молжаниново,215120
homeowner,Химки,1,10,1,36.8,6300000,2015,21.17692249604541,6.461176925913325,Химки,Овражная,Сходня,171195
homeowner,Химки,2,10,1,33.0,7350000,2015,16.0,9.0,Химки,Германа Титова,Молжаниново,222727
realtor,Химки,14,17,1,31.7,7500000,2023,18.0,9.0,Химки,Германа Титова,Химки,236593
real_estate_agent,Химки,4,17,1,33.0,7900000,2017,18.99017506438855,8.0,Химки,Германа Титова,Химки,239393
real_estate_agent,Химки,9,17,1,36.0,6400000,2017,18.0,10.0,Химки,Германа Титова,Молжаниново,177777
realtor,Химки,11,19,1,40.1,7400000,2014,20.0,10.0,Химки,Центральная,Подрезково,184538
realtor,Химки,17,19,1,38.6,7500000,2007,20.0,10.0,Химки,Юбилейный проезд,Сходня,194300
homeowner,Химки,15,18,1,36.1,7300000,2019,19.0,15.0,Химки,Германа Титова,Молжаниново,202216
realtor,Химки,15,17,1,45.2,6999000,2016,18.1,13.7,Химки,Ленинградская,Сходня,154845
homeowner,Химки,16,17,1,42.0,6500000,2014,24.1693137183127,8.0,Химки,Центральная,Подрезково,154761
realtor,Химки,8,17,1,36.4,7500000,2023,15.0,10.7,Химки,Германа Титова,Молжаниново,206043
realtor,Химки,8,17,1,38.0,6400000,2021,30.0,6.0,Химки,переулок 2-й Дачный,Сходня,168421
real_estate_agent,Химки,7,17,1,30.0,7100000,2023,14.0,9.0,Химки,Имени К.И. Вороницына,Химки,236666
realtor,Химки,17,17,1,32.0,7300000,2023,18.414715213952533,9.0,Химки,Германа Титова,Химки,228125
realtor,Химки,4,27,1,36.5,7400000,2005,18.5,10.2,Химки,Молодежная,Молжаниново,202739
real_estate_agent,Химки,6,13,1,35.2,7200000,1987,18.0,7.5,Химки,Панфилова,Химки,204545
real_estate_agent,Химки,2,27,1,42.0,8270000,2005,18.0,10.0,Химки,Молодежная,Молжаниново,196904
realtor,Химки,9,25,1,47.0,8499999,2007,17.8,10.0,Химки,Молодежная,Молжаниново,180851
homeowner,Химки,8,18,1,32.8,6400000,2019,16.7,8.1,Химки,Германа Титова,Молжаниново,195121
real_estate_agent,Химки,22,25,1,44.0,9900000,2016,17.7,10.0,Химки,Совхозная,Левобережная,225000
real_estate_agent,Химки,14,17,1,48.7,7990000,2023,28.024894716234012,13.6,Химки,Микояна,Сходня,164065
realtor,Химки,1,9,1,31.2,5850000,2013,16.0,8.0,Химки,Летчика Ивана Федорова,Шереметьевская,187500
real_estate_agent,Химки,16,25,1,38.4,10300000,2013,19.6,11.0,Химки,Ватутина,Химки,268229
real_estate_agent,Химки,4,10,1,58.0,12100000,2016,25.0,15.0,Химки,Береговая,Химки,208620
realtor,Химки,6,6,1,43.3,5900000,2010,18.1,11.5,Химки,Папанина,Сходня,136258
real_estate_agent,Химки,1,8,1,31.5,5920000,2015,14.1,8.7,Химки,проезд Набережный,Шереметьевская,187936
real_estate_agent,Химки,1,8,1,36.0,6650000,2012,16.0,8.0,Химки,Летчика Ивана Федорова,Шереметьевская,184722
real_estate_agent,Химки,2,17,1,36.0,8900000,2023,18.0,9.0,Химки,Панфилова,Химки,247222
real_estate_agent,Химки,12,27,1,32.0,8990000,2016,18.0,6.0,Химки,Молодежная,Молжаниново,280937
realtor,Химки,14,17,1,50.2,8900000,2012,21.8,12.0,Химки,Совхозная,Левобережная,177290
realtor,Химки,14,17,1,45.0,8980000,2007,20.0,16.0,Химки,8 Марта,Химки,199555
real_estate_agent,Химки,15,25,1,42.0,8900000,2006,18.0,11.0,Химки,Молодежная,Молжаниново,211904
real_estate_agent,Химки,8,17,1,42.0,9100000,2003,18.0,11.0,Химки,Юбилейный проспект,Химки,216666
real_estate_agent,Химки,5,17,1,43.0,9260000,2017,22.0,12.5,Химки,Германа Титова,Молжаниново,215348
realtor,Химки,19,25,1,36.4,9500000,2017,20.946738555871004,10.0,Химки,Совхозная,Левобережная,260989
realtor,Химки,1,8,1,42.0,5700000,2022,16.9,14.4,Химки,Генерала Дьяконова,Шереметьевская,135714
real_estate_agent,Химки,17,22,1,44.0,10300000,2007,25.0,12.0,Химки,Горшина,Химки,234090
official_representative,Химки,15,17,1,41.0,7100000,2012,23.593853867876682,15.0,Химки,тупик 2-й Мичуринский,Сходня,173170
real_estate_agent,Химки,2,18,1,41.7,8200000,2006,19.0,11.0,Химки,Мельникова,Молжаниново,196642
real_estate_agent,Химки,9,12,1,44.6,7400000,2009,18.0,11.6,Химки,Жаринова,Подрезково,165919
realtor,Химки,6,19,1,38.0,9500000,2013,10.0,11.0,Химки,Мичурина,Сходня,250000
homeowner,Химки,8,15,1,43.1,6700000,2012,18.7,9.0,Химки,Ленинградская,Сходня,155452
realtor,Химки,4,18,1,40.0,8250000,2016,28.0,10.0,Химки,проезд Транспортный,Химки,206250
real_estate_agent,Химки,17,17,1,38.5,7500000,2003,19.0,8.0,Химки,Марии Рубцовой,Молжаниново,194805
homeowner,Химки,1,17,1,45.0,7850000,2012,13.0,11.0,Химки,тупик 2-й Мичуринский,Сходня,174444
real_estate_agent,Химки,10,25,1,43.6,10200000,2023,17.2,14.2,Химки,проспект Мельникова,Молжаниново,233944
real_estate_agent,Химки,4,10,1,56.0,9900000,2023,31.0,15.0,Химки,Береговая,Химки,176785
realtor,Химки,2,16,1,39.0,7800000,2019,22.44293416700465,12.0,Химки,Германа Титова,Молжаниново,200000
real_estate_agent,Химки,4,17,1,57.0,14799999,2017,35.0,8.0,Химки,Кудрявцева,Химки,259649
real_estate_agent,Химки,3,8,1,53.0,19600000,2014,20.0,20.0,Химки,Заречная,Молжаниново,369811
realtor,Химки,4,9,1,36.4,6150000,2012,20.946738555871004,20.0,Химки,Летчика Ивана Федорова,Шереметьевская,168956
homeowner,Химки,6,9,1,33.1,7000000,2015,25.0,6.0,Химки,Летчика Ивана Федорова,Шереметьевская,211480
real_estate_agent,Химки,6,8,1,30.0,7000000,2012,17.2637955130805,10.0,Химки,Овражная,Подрезково,233333
real_estate_agent,Химки,11,25,1,45.0,13800000,2014,25.89569326962075,15.2,Химки,Московская,Химки,306666
real_estate_agent,Химки,6,27,1,46.3,10300000,2016,18.2,17.8,Химки,Молодежная,Молжаниново,222462
homeowner,Химки,4,6,1,37.0,7900000,2014,15.0,8.0,Химки,проезд Набережный,Шереметьевская,213513
realtor,Химки,17,25,1,39.0,8299999,2009,20.0,10.4,Химки,Молодежная,Молжаниново,212820
real_estate_agent,Химки,3,3,5,300.0,68000000,2017,172.637955130805,22.0,Химки,Ивановская,Молжаниново,226666
realtor,Химки,8,9,5,276.0,35000000,2010,158.8269187203406,48.45882694434994,Химки,Береговая,Химки,126811
realtor,Химки,5,6,5,112.0,16500000,2014,62.0,25.0,Химки,проезд Набережный,Шереметьевская,147321
real_estate_agent,Химки,23,23,5,215.0,69000000,2015,115.0,24.0,Химки,Юннатов,Химки,320930
homeowner,Химки,8,25,5,123.4,19700000,2007,75.0,11.0,Химки,Панфилова,Химки,159643
real_estate_agent,Химки,8,8,5,155.0,28000000,2018,108.0,36.0,Химки,Береговая,Химки,180645
homeowner,Химки,8,8,5,170.0,28000000,2018,110.0,50.0,Химки,Береговая,Химки,164705
homeowner,Химки,7,8,3,90.0,13700000,2017,45.0,12.0,Химки,Береговая,Химки,152222
realtor,Химки,5,7,3,73.6,13300000,2014,42.35384499209082,12.92235385182665,Химки,Загородная,Химки,180706
real_estate_agent,Химки,2,5,2,52.0,12000000,2017,29.923912222672868,12.0,Химки,Загородная,Химки,230769
realtor,Химки,24,28,2,48.0,14900000,2019,35.0,10.0,Химки,Молодежная,Планерная,310416
realtor,Химки,2,8,2,50.0,17500000,2014,18.0,22.0,Химки,Заречная,Молжаниново,350000
realtor,Химки,7,8,3,79.0,33000000,2019,33.0,30.8,Химки,Ивановская,Молжаниново,417721
real_estate_agent,Химки,3,4,3,91.6,20000000,2017,46.6,12.3,Химки,Озерная,Химки,218340
homeowner,Химки,4,7,2,76.0,17500000,2017,43.734948633137265,15.0,Химки,Загородная,Химки,230263
homeowner,Химки,6,8,4,109.0,40000000,2014,77.0,9.0,Химки,Заречная,Молжаниново,366972
real_estate_agent,Химки,3,7,3,57.0,13150000,2023,32.80121147485295,17.0,Химки,Загородная,Химки,230701
realtor,Химки,7,28,3,65.0,18500000,2023,37.404890278341085,11.412404896314296,Химки,Молодежная,Сходненская,284615
real_estate_agent,Химки,4,9,2,71.0,24000000,2016,20.0,15.0,Химки,Ивановская,Молжаниново,338028
real_estate_agent,Химки,3,7,2,60.6,15500000,2016,42.0,12.0,Химки,Шереметьевская,Химки,255775
homeowner,Химки,3,4,4,125.0,22000000,2014,80.5,14.0,Химки,Ивановская,Молжаниново,176000
real_estate_agent,Химки,5,7,3,80.0,15600000,2023,47.6,20.0,Химки,Загородная,Химки,195000
realtor,Реутов,4,9,1,32.3,7200000,1968,21.5,6.0,Реутов,Калинина,Реутов,222910
unknown,Королёв,4,5,1,30.0,5649000,1972,19.0,6.0,Королёв,Комитетская,Медведково,188300
real_estate_agent,Реутов,5,9,1,33.4,6900000,2023,19.3,6.0,Реутов,Новая,Реутов,206586
real_estate_agent,Красногорск,1,5,1,30.1,5490000,1962,18.9,5.6,Красногорск,Речная,Павшино,182392
realtor,Долгопрудный,3,16,1,35.0,7300000,1992,19.0,10.0,Долгопрудный,проспект Пацаева,Водники,208571
real_estate_agent,Одинцово,11,20,2,55.7,9600000,2009,27.0,16.5,Одинцово,Кутузовская,Сколково,172351
homeowner,Красногорск,3,5,2,41.0,7999000,1968,27.0,5.7,Красногорск,Заводская,Павшино,195097
realtor,Мытищи,3,14,1,37.8,8190000,1997,16.6,12.8,Мытищи,Новомытищинский проспект,Медведково,216666
realtor,Химки,3,9,1,36.1,6500000,1969,17.2,9.0,Химки,Гоголя,Химки,180055
real_estate_agent,Балашиха,1,25,1,19.7,3450000,2015,11.7,3.0,Балашиха,Строителей,Салтыковская,175126
