author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,street,underground,price_per_square_meter
real_estate_agent,Балашиха,10,12,2,47.5,6499999,1974,31.6,8.8,Балашиха,Комсомольская,Салтыковская,136842
real_estate_agent,Дзержинский,17,18,1,38.0,7200000,2023,27.0,6.0,Дзержинский,Ленина,Котельники,189473
homeowner,Дзержинский,8,23,1,75.0,17000000,2015,43.15948878270125,13.168159495747265,Дзержинский,Лесная,Котельники,226666
homeowner,Дзержинский,9,18,1,41.3,7500000,2004,26.5,7.25126649565816,Дзержинский,Угрешская,Котельники,181598
homeowner,Дзержинский,8,18,1,45.7,7300000,2017,31.0,10.0,Дзержинский,Угрешская,Жулебино,159737
real_estate_agent,Истра,2,5,1,30.4,5150000,1976,17.493979453254905,6.0,Истра,9-й Гвардейской Дивизии,Нахабино,169407
realtor,Истра,3,5,1,28.5,5150000,1970,17.0,7.0,Истра,Юбилейная,Нахабино,180701
homeowner,Истра,8,9,1,33.5,5300000,1973,19.277904989606558,8.0,Истра,9-й Гвардейской Дивизии,Нахабино,158208
realtor,Истра,3,9,1,35.8,4700000,1994,20.601462645609395,9.0,Истра,9-й Гвардейской Дивизии,Нахабино,131284
homeowner,Истра,1,4,1,43.8,6250000,2012,20.9,11.3,Истра,проспект Генерала Белобородова,Нахабино,142694
realtor,Истра,12,12,1,44.0,6800000,2023,21.0,12.0,Истра,Ленина,Нахабино,154545
real_estate_agent,Истра,13,14,1,36.2,5800000,1978,25.2,6.0,Истра,9-й Гвардейской Дивизии,Нахабино,160220
real_estate_agent,Истра,3,3,1,31.4,4900000,1961,16.4,6.0,Истра,Рябкина,Нахабино,156050
real_estate_agent,Истра,12,14,1,51.2,8900000,2014,29.463544342324056,11.8,Истра,25 лет Октября,Нахабино,173828
real_estate_agent,Истра,1,4,1,44.1,5800000,2023,21.2,11.2,Истра,проспект Генерала Белобородова,Нахабино,131519
real_estate_agent,Истра,1,4,1,43.15,6399000,2023,16.0,14.0,Истра,проспект Генерала Белобородова,Нахабино,148296
real_estate_agent,Истра,4,4,1,43.3,5600000,2023,21.0,13.5,Истра,проспект Генерала Белобородова,Нахабино,129330
realtor,Истра,1,5,1,48.7,6400000,2015,20.0,16.0,Истра,Имени Героя Советского Союза Голованова,Нахабино,131416
real_estate_agent,Истра,5,5,2,38.1,5300000,2023,24.8,6.0,Истра,9-й Гвардейской Дивизии,Нахабино,139107
realtor,Истра,4,4,2,67.0,7800000,2023,35.0,16.0,Истра,проспект Генерала Белобородова,Нахабино,116417
homeowner,Истра,8,10,2,53.1,8750000,1996,25.8,9.7,Истра,Ленина,Нахабино,164783
real_estate_agent,Истра,3,5,2,43.3,6700000,1968,24.0,6.0,Истра,Босова,Нахабино,154734
real_estate_agent,Истра,4,4,2,54.9,7050000,2023,27.5,13.7,Истра,проспект Генерала Белобородова,Нахабино,128415
real_estate_agent,Истра,3,5,2,41.9,5750000,2023,27.8,5.6,Истра,Ленина,Нахабино,137231
real_estate_agent,Истра,4,5,2,45.4,6650000,1975,27.3,6.2,Истра,9-й Гвардейской Дивизии,Нахабино,146475
homeowner,Истра,4,9,2,47.5,4700000,1990,27.1,13.0,Истра,Рабочая,Нахабино,98947
real_estate_agent,Истра,2,5,2,46.0,5800000,1964,30.0,6.0,Истра,Босова,Нахабино,126086
real_estate_agent,Истра,3,4,2,65.9,8100000,2023,34.0,16.0,Истра,проспект Генерала Белобородова,Нахабино,122913
real_estate_agent,Истра,11,12,2,80.7,14500000,2023,45.0,15.0,Истра,Главного Конструктора В.И. Адасько,Нахабино,179677
real_estate_agent,Истра,9,9,2,53.9,7800000,2023,33.9,7.9,Истра,Рабочий проезд,Нахабино,144712
real_estate_agent,Истра,4,5,2,44.5,5750000,1965,29.0,6.0,Истра,Ленина,Нахабино,129213
homeowner,Истра,7,9,2,78.5,9999000,2005,29.7,23.7,Истра,Босова,Нахабино,127375
realtor,Истра,5,5,2,47.1,6200000,1972,27.104158955536384,8.0,Истра,9-й Гвардейской Дивизии,Нахабино,131634
real_estate_agent,Истра,4,4,2,63.0,8199000,2023,34.2,15.0,Истра,проспект Генерала Белобородова,Нахабино,130142
real_estate_agent,Истра,5,5,3,53.2,7600000,1972,30.614464043196087,10.0,Истра,9-й Гвардейской Дивизии,Нахабино,142857
real_estate_agent,Истра,4,5,3,61.3,7100000,2023,45.5,6.1,Истра,9-й Гвардейской Дивизии,Нахабино,115823
realtor,Истра,4,5,3,61.5,8500000,1975,46.4,6.1,Истра,Босова,Нахабино,138211
real_estate_agent,Истра,8,10,3,90.1,14900000,2023,49.0,13.8,Истра,Рабочая,Нахабино,165371
real_estate_agent,Истра,4,4,3,74.5,8600000,2012,42.5,13.5,Истра,проспект Генерала Белобородова,Нахабино,115436
real_estate_agent,Истра,1,4,3,75.6,9400000,2023,45.0,13.6,Истра,проспект Генерала Белобородова,Нахабино,124338
real_estate_agent,Истра,1,5,3,61.7,7290000,2023,46.6,6.0,Истра,9-й Гвардейской Дивизии,Нахабино,118152
realtor,Истра,2,10,3,69.6,15900000,2000,48.0,10.0,Истра,Главного Конструктора В.И. Адасько,Нахабино,228448
real_estate_agent,Истра,4,4,3,84.0,11800000,2023,48.0,16.0,Истра,проспект Генерала Белобородова,Нахабино,140476
realtor,Истра,1,9,3,60.7,8200000,1968,45.1,6.5,Истра,9-й Гвардейской Дивизии,Нахабино,135090
real_estate_agent,Истра,4,4,3,79.0,8750000,2023,49.9,11.9,Истра,проспект Генерала Белобородова,Нахабино,110759
real_estate_agent,Истра,4,5,3,51.5,7500000,2023,29.63618229745486,5.0,Истра,9-й Гвардейской Дивизии,Нахабино,145631
homeowner,Истра,2,4,3,85.4,12500000,2023,47.5,15.4,Истра,проспект Генерала Белобородова,Нахабино,146370
real_estate_agent,Истра,4,5,3,60.2,6300000,1976,45.5,7.0,Истра,Босова,Нахабино,104651
real_estate_agent,Истра,8,13,3,85.2,13900000,2008,52.2,17.0,Истра,25 лет Октября,Нахабино,163145
real_estate_agent,Истра,4,10,3,90.5,12500000,2003,55.0,10.0,Истра,Рабочая,Нахабино,138121
real_estate_agent,Истра,2,5,3,59.2,8700000,1968,45.0,7.2,Истра,Босова,Нахабино,146959
realtor,Истра,8,11,4,85.8,12900000,2003,49.374455167410225,11.0,Истра,Главного Конструктора В.И. Адасько,Нахабино,150349
realtor,Истра,4,5,4,81.6,12500000,1977,50.8,9.7,Истра,Босова,Нахабино,153186
real_estate_agent,Истра,2,5,4,80.0,15150000,1978,49.0,10.0,Истра,Босова,Нахабино,189375
real_estate_agent,Истра,5,9,4,79.1,11500000,1986,48.1,8.0,Истра,Главного Конструктора В.И. Адасько,Нахабино,145385
real_estate_agent,Истра,2,5,4,60.0,8498000,2023,45.2,6.3,Истра,9-й Гвардейской Дивизии,Нахабино,141633
real_estate_agent,Истра,1,9,4,81.8,11800000,1994,50.7,9.0,Истра,9-й Гвардейской Дивизии,Нахабино,144254
real_estate_agent,Истра,7,14,4,150.0,22148000,2023,100.0,17.0,Истра,Главного Конструктора В.И. Адасько,Нахабино,147653
real_estate_agent,Истра,12,13,4,103.0,14000000,2007,76.0,17.0,Истра,25 лет Октября,Нахабино,135922
homeowner,Истра,3,5,2,45.0,6200000,1974,25.89569326962075,7.0,Истра,9-й Гвардейской Дивизии,Нахабино,137777
realtor,Истра,2,5,2,43.4,5500000,1970,28.2,7.0,Истра,Юбилейная,Нахабино,126728
realtor,Лобня,3,5,1,30.4,5299999,1964,17.493979453254905,5.337493982276225,Лобня,Ленина,Лобня,174342
real_estate_agent,Лобня,14,16,1,42.3,5650000,2022,19.0,9.0,Лобня,Батарейная,Лобня,133569
homeowner,Лобня,9,17,1,37.2,7200000,2011,18.9,9.1,Лобня,бульвар Лобненский,Лобня,193548
real_estate_agent,Лобня,10,17,1,38.5,5086800,2011,18.9,9.0,Лобня,бульвар Лобненский,Лобня,132124
realtor,Лобня,3,17,1,36.9,6800000,2010,18.9,9.8,Лобня,Физкультурная,Лобня,184281
realtor,Лобня,6,17,1,31.3,5400000,2021,14.6,10.0,Лобня,Колычева,Лобня,172523
realtor,Лобня,3,9,1,39.7,5890000,2023,18.0,9.0,Лобня,Чехова,Лобня,148362
realtor,Лобня,10,14,1,34.2,6600000,2009,18.0,12.0,Лобня,Спортивная,Лобня,192982
unknown,Лобня,8,9,1,36.0,5690000,1988,18.0,7.0,Лобня,Чайковского,Лобня,158055
realtor,Лобня,5,5,1,24.3,3700000,1966,17.0,5.0,Лобня,Деповская,Лобня,152263
homeowner,Лобня,10,16,1,35.1,6700000,1982,19.5,9.8,Лобня,Букинское шоссе,Лобня,190883
real_estate_agent,Лобня,5,9,1,33.4,4700000,2023,17.5,7.5,Лобня,Букинское шоссе,Лобня,140718
real_estate_agent,Лобня,5,5,1,31.4,4200000,2023,18.6,5.0,Лобня,Авиационная,Лобня,133757
realtor,Лобня,14,14,1,36.8,5900000,2023,19.0,8.5,Лобня,Крупской,Лобня,160326
realtor,Лобня,21,23,1,44.5,7700000,2018,17.8,12.0,Лобня,Центральная,Лобня,173033
homeowner,Лобня,2,5,1,30.0,4300000,1971,18.0,5.0,Лобня,Чкалова,Лобня,143333
realtor,Лобня,5,5,1,29.0,3600000,2023,18.0,6.0,Лобня,9 Квартал,Лобня,124137
realtor,Лобня,8,9,1,52.4,8950000,2007,18.0,13.6,Лобня,Ленина,Лобня,170801
homeowner,Лобня,8,9,1,39.3,6500000,1997,13.3,17.4,Лобня,Крупской,Лобня,165394
real_estate_agent,Лобня,13,18,1,37.2,5850000,2018,16.5,11.9,Лобня,Колычева,Лобня,157258
realtor,Лобня,12,17,1,38.0,6500000,2014,18.0,10.0,Лобня,бульвар Лобненский,Лобня,171052
realtor,Лобня,3,17,1,43.0,7100000,2016,24.744773568748716,7.549744777561766,Лобня,Юности,Лобня,165116
real_estate_agent,Лобня,5,5,1,48.4,7500000,2003,22.0,13.0,Лобня,Пушкина,Лобня,154958
realtor,Лобня,16,17,1,48.0,7300000,2023,19.0,12.0,Лобня,Пушкина,Лобня,152083
real_estate_agent,Лобня,4,14,1,45.9,6900000,2008,20.0,15.0,Лобня,Пушкина,Лобня,150326
realtor,Лобня,17,17,1,34.0,6000000,2019,15.0,10.0,Лобня,Колычева,Лобня,176470
real_estate_agent,Лобня,1,10,1,34.0,4800000,2009,16.0,9.0,Лобня,Спортивная,Лобня,141176
real_estate_agent,Лобня,3,4,1,30.1,4590000,2023,17.0,7.0,Лобня,Аэропортовская,Лобня,152491
real_estate_agent,Лобня,9,17,1,40.6,6000000,2018,14.5,12.1,Лобня,Молодежная,Лобня,147783
real_estate_agent,Лобня,7,16,1,35.3,6000000,2004,17.5,9.0,Лобня,проезд Шадунца,Лобня,169971
homeowner,Лобня,2,5,1,32.4,4900000,1979,18.0,6.0,Лобня,Победы,Лобня,151234
real_estate_agent,Лобня,13,14,1,41.0,6300000,2023,18.3,10.8,Лобня,Спортивная,Лобня,153658
realtor,Лобня,10,17,1,34.8,4900000,2023,18.0,10.0,Лобня,Колычева,Лобня,140804
homeowner,Лобня,3,5,1,30.3,5300000,1965,18.0,6.0,Лобня,Ленина,Лобня,174917
realtor,Лобня,10,20,1,45.0,6300000,2008,18.0,10.0,Лобня,Текстильная,Лобня,140000
real_estate_agent,Лобня,2,16,1,31.3,6300000,2021,14.0,10.0,Лобня,Колычева,Лобня,201277
realtor,Лобня,16,16,1,41.0,5950000,2006,21.0,12.0,Лобня,Фестивальная,Лобня,145121
realtor,Лобня,7,9,1,33.0,5299000,1977,16.0,6.0,Лобня,Силикатная,Лобня,160575
realtor,Лобня,6,14,1,38.0,7000000,2005,19.0,12.0,Лобня,Калинина,Лобня,184210
realtor,Лобня,16,16,1,37.0,7000000,2011,17.0,9.6,Лобня,бульвар Лобненский,Лобня,189189
real_estate_agent,Лобня,7,17,1,45.6,7970000,2011,15.5,15.2,Лобня,Катюшки,Лобня,174780
homeowner,Лобня,8,8,1,54.0,8690000,2001,25.3,11.9,Лобня,Ленина,Лобня,160925
real_estate_agent,Лобня,3,9,1,35.0,6300000,1975,16.6,7.1,Лобня,Букинское шоссе,Лобня,180000
real_estate_agent,Лобня,11,12,1,36.1,6500000,1992,18.0,10.0,Лобня,Заречная,Лобня,180055
homeowner,Лобня,9,17,1,45.4,8225000,2017,25.0,10.0,Лобня,Окружная,Лобня,181167
realtor,Лобня,3,16,1,37.0,6200000,2007,19.0,9.0,Лобня,Аэропортовская,Лобня,167567
real_estate_agent,Лобня,12,17,1,37.3,5350000,2023,16.5,11.9,Лобня,Колычева,Лобня,143431
real_estate_agent,Лобня,16,17,1,37.7,6000000,2024,19.5,7.4,Лобня,Юности,Лобня,159151
real_estate_agent,Лобня,9,17,1,32.7,6500000,2023,15.2,9.0,Лобня,Колычева,Лобня,198776
realtor,Лобня,5,17,1,37.0,6800000,2011,20.0,9.0,Лобня,Катюшки,Лобня,183783
real_estate_agent,Лобня,2,16,1,36.9,6600000,2011,21.234468481089014,9.3,Лобня,бульвар Лобненский,Лобня,178861
real_estate_agent,Лобня,3,16,1,35.6,5700000,2007,18.0,8.0,Лобня,Аэропортовская,Лобня,160112
real_estate_agent,Лобня,1,5,1,38.0,5300000,1983,18.0,7.5,Лобня,Булычева,Лобня,139473
homeowner,Лобня,6,9,1,59.0,8800000,2005,24.3,12.3,Лобня,Авиационная,Лобня,149152
realtor,Лобня,5,17,1,37.1,7000000,2011,19.0,10.0,Лобня,бульвар Лобненский,Лобня,188679
real_estate_agent,Лобня,7,16,1,44.0,6500000,2023,18.2,8.2,Лобня,Аэропортовская,Лобня,147727
realtor,Лобня,8,19,1,45.0,6950000,2014,21.0,11.0,Лобня,Жирохова,Лобня,154444
realtor,Лобня,13,16,1,40.0,6590000,2011,20.0,10.0,Лобня,бульвар Лобненский,Лобня,164750
real_estate_agent,Лобня,2,14,1,42.7,7500000,2014,16.7,9.2,Лобня,Борисова,Лобня,175644
unknown,Лобня,2,14,1,39.1,6300000,1995,21.1,8.3,Лобня,Калинина,Лобня,161125
real_estate_agent,Лобня,4,5,1,36.0,5599000,1983,20.7165546156966,8.6,Лобня,40 лет Октября,Лобня,155527
realtor,Лобня,9,18,1,46.6,9300000,2018,26.81642903031838,22.0,Лобня,Колычева,Лобня,199570
real_estate_agent,Лобня,4,5,1,38.0,4700000,1983,18.0,7.0,Лобня,Булычева,Лобня,123684
real_estate_agent,Лобня,5,5,1,32.5,5800000,1985,18.702445139170543,5.3,Лобня,Калинина,Лобня,178461
real_estate_agent,Лобня,17,17,1,37.0,7500000,2015,17.0,12.0,Лобня,Кольцевая,Лобня,202702
real_estate_agent,Лобня,14,16,1,48.0,5450000,2022,19.0,12.0,Лобня,Батарейная,Лобня,113541
real_estate_agent,Лобня,17,17,1,34.7,6250000,2014,15.3,10.3,Лобня,Колычева,Лобня,180115
realtor,Лобня,10,16,1,49.5,8200000,2022,16.1,11.1,Лобня,Кольцевая,Лобня,165656
realtor,Лобня,10,17,1,37.1,6150000,2010,19.0,9.1,Лобня,бульвар Лобненский,Лобня,165768
real_estate_agent,Лобня,3,16,1,38.4,6299000,2023,18.0,9.0,Лобня,проезд Шадунца,Лобня,164036
homeowner,Лобня,11,14,1,35.0,6500000,1996,19.0,8.0,Лобня,Крупской,Лобня,185714
realtor,Лобня,9,9,1,34.0,4990000,2023,19.0,9.0,Лобня,Заречная,Лобня,146764
realtor,Лобня,9,18,1,40.4,5990000,2018,20.0,10.0,Лобня,Молодежная,Лобня,148267
unknown,Лобня,23,23,1,46.1,9200000,2016,19.0,15.0,Лобня,Центральная,Лобня,199566
real_estate_agent,Лобня,15,17,1,41.0,6400000,2012,18.0,9.0,Лобня,Физкультурная,Лобня,156097
unknown,Лобня,3,14,1,31.7,6050000,1989,16.8,8.1,Лобня,Маяковского,Лобня,190851
unknown,Лобня,2,14,1,34.0,5300000,2009,16.0,9.0,Лобня,Спортивная,Лобня,155882
real_estate_agent,Лобня,3,4,1,31.1,4900000,1961,20.0,6.0,Лобня,Циолковского,Лобня,157556
realtor,Лобня,5,14,1,40.0,7200000,2018,19.0,12.0,Лобня,Жирохова,Лобня,180000
homeowner,Лобня,9,21,1,42.9,7200000,2016,19.1,11.7,Лобня,Ленина,Лобня,167832
unknown,Лобня,9,19,1,44.4,6650000,2008,18.3,9.6,Лобня,Текстильная,Лобня,149774
homeowner,Лобня,4,16,1,37.0,6700000,2011,21.292014466132617,9.5,Лобня,бульвар Лобненский,Лобня,181081
real_estate_agent,Лобня,10,17,1,33.7,6400000,2018,17.0,9.0,Лобня,Колычева,Лобня,189910
realtor,Лобня,2,5,1,33.0,5000000,1971,15.0,7.0,Лобня,Комиссара Агапова,Лобня,151515
realtor,Лобня,7,9,1,33.1,6600000,2023,20.0,10.0,Лобня,Чехова,Лобня,199395
unknown,Лобня,4,5,1,30.5,4880000,1967,18.0,6.0,Лобня,Циолковского,Лобня,160000
real_estate_agent,Лобня,2,9,1,36.4,7200000,1979,19.0,8.5,Лобня,Чехова,Лобня,197802
homeowner,Лобня,8,14,1,34.3,5200000,2009,14.1,10.0,Лобня,Спортивная,Лобня,151603
realtor,Лобня,10,14,1,42.5,7200000,2010,21.5,11.5,Лобня,Пушкина,Лобня,169411
real_estate_agent,Лобня,2,5,1,31.5,5450000,1964,18.0,3.0,Лобня,Дружбы,Лобня,173015
homeowner,Лобня,14,14,1,41.7,6900000,2002,20.7,11.6,Лобня,Маяковского,Лобня,165467
realtor,Лобня,6,17,1,37.6,6600000,2010,19.0,7.3,Лобня,бульвар Лобненский,Лобня,175531
real_estate_agent,Лобня,8,17,1,40.4,6700000,2017,20.0,9.0,Лобня,Молодежная,Лобня,165841
homeowner,Лобня,10,17,1,32.2,6400000,2022,14.6,10.0,Лобня,Колычева,Лобня,198757
real_estate_agent,Лобня,8,14,1,46.0,7650000,2001,26.471153120056766,10.4,Лобня,Маяковского,Лобня,166304
realtor,Лобня,21,21,1,42.0,7400000,2023,20.0,9.0,Лобня,Ленина,Лобня,176190
homeowner,Лобня,13,14,1,39.9,7200000,2001,20.0,10.7,Лобня,Маяковского,Лобня,180451
real_estate_agent,Лобня,15,16,1,39.4,6800000,2011,18.0,10.0,Лобня,Батарейная,Лобня,172588
real_estate_agent,Лобня,3,14,1,49.0,7400000,2023,20.0,13.0,Лобня,Пушкина,Лобня,151020
homeowner,Лобня,6,17,1,39.0,7100000,2016,18.0,11.0,Лобня,Юности,Лобня,182051
real_estate_agent,Лобня,4,16,1,54.5,6299000,2018,20.0,10.2,Лобня,Батарейная,Лобня,115577
real_estate_agent,Лобня,14,18,1,41.9,6990000,2009,17.5,12.0,Лобня,Борисова,Лобня,166825
realtor,Лобня,12,19,1,48.0,6990000,2012,21.0,11.0,Лобня,проезд Свободный,Лобня,145625
real_estate_agent,Лобня,15,17,1,37.8,6400000,2013,18.9,10.0,Лобня,Физкультурная,Лобня,169312
realtor,Лобня,10,17,1,36.8,6700000,2010,18.9,9.4,Лобня,Катюшки,Лобня,182065
real_estate_agent,Лобня,10,14,1,36.5,6500000,1994,19.4,8.2,Лобня,Крупской,Лобня,178082
real_estate_agent,Лобня,8,14,1,34.0,6400000,2023,17.0,10.0,Лобня,Спортивная,Лобня,188235
real_estate_agent,Лобня,20,22,1,44.5,7800000,2013,18.0,12.0,Лобня,Ленина,Лобня,175280
realtor,Лобня,1,5,1,31.3,4900000,1966,18.0,5.6,Лобня,Иванищенко,Лобня,156549
homeowner,Лобня,2,20,1,44.6,6790000,2008,18.2,9.6,Лобня,Текстильная,Лобня,152242
real_estate_agent,Лобня,5,5,1,31.4,5899999,1976,17.5,6.0,Лобня,Чехова,Лобня,187898
unknown,Лобня,2,5,1,30.5,4750000,2023,18.0,6.0,Лобня,Московская,Лобня,155737
real_estate_agent,Лобня,6,16,1,39.3,6700000,2011,17.0,7.8,Лобня,Батарейная,Лобня,170483
real_estate_agent,Лобня,10,17,1,32.5,6400000,2023,18.702445139170543,10.0,Лобня,Колычева,Лобня,196923
realtor,Лобня,6,16,1,35.7,6100000,2007,18.4,8.0,Лобня,Аэропортовская,Лобня,170868
realtor,Лобня,4,5,1,35.0,5400000,1993,17.9,6.2,Лобня,Комиссара Агапова,Лобня,154285
real_estate_agent,Лобня,5,5,1,32.2,5900000,1957,18.52980718403974,6.0,Лобня,Чехова,Лобня,183229
real_estate_agent,Лобня,5,17,1,32.4,5300000,2023,18.64489915412694,10.0,Лобня,Колычева,Лобня,163580
homeowner,Лобня,5,17,1,32.2,5300000,2021,14.6,10.0,Лобня,Колычева,Лобня,164596
homeowner,Лобня,4,17,1,46.0,7490000,2014,20.0,10.0,Лобня,Жирохова,Лобня,162826
realtor,Лобня,17,17,1,33.0,5000000,2023,18.0,10.0,Лобня,Колычева,Лобня,151515
realtor,Лобня,15,16,1,38.3,6400000,2007,18.2,8.0,Лобня,Аэропортовская,Лобня,167101
real_estate_agent,Лобня,2,5,1,30.5,4650000,1971,16.0,6.0,Лобня,9 Квартал,Лобня,152459
real_estate_agent,Лобня,16,17,1,41.7,5500000,2019,20.0,10.5,Лобня,Спортивная,Лобня,131894
homeowner,Лобня,2,16,1,37.0,6600000,2011,20.0,9.3,Лобня,бульвар Лобненский,Лобня,178378
real_estate_agent,Лобня,4,5,1,36.1,5590000,1983,18.0,9.0,Лобня,40 лет Октября,Лобня,154847
real_estate_agent,Лобня,5,17,1,34.7,6500000,2018,15.3,10.3,Лобня,Колычева,Лобня,187319
homeowner,Лобня,17,17,1,35.5,5950000,2018,16.0,10.0,Лобня,Колычева,Лобня,167605
homeowner,Лобня,1,14,1,42.5,7200000,2001,20.5,10.7,Лобня,Маяковского,Лобня,169411
realtor,Лобня,14,17,2,54.0,6799995,2021,31.0,10.0,Лобня,Колычева,Лобня,125925
real_estate_agent,Лобня,3,9,2,44.7,7299999,1974,28.0,8.0,Лобня,Чехова,Лобня,163310
realtor,Лобня,3,3,2,43.4,4600000,1962,30.0,6.0,Лобня,Аэропортовская,Лобня,105990
realtor,Лобня,8,18,2,66.4,11200000,2017,17.8,32.8,Лобня,Окружная,Лобня,168674
realtor,Лобня,6,7,2,78.1,11500000,2023,44.9434143190529,16.0,Лобня,Юбилейная,Лобня,147247
real_estate_agent,Лобня,13,19,2,72.4,8990000,2013,40.0,12.0,Лобня,проезд Свободный,Лобня,124171
unknown,Лобня,17,19,2,54.0,6900000,2013,29.0,13.0,Лобня,проезд Свободный,Лобня,127777
homeowner,Лобня,3,17,2,55.0,7600000,2017,40.0,12.0,Лобня,Жирохова,Лобня,138181
realtor,Лобня,6,17,2,58.8,11000000,2014,29.3,9.6,Лобня,Окружная,Лобня,187074
realtor,Лобня,8,17,2,60.2,10900000,2013,33.6,12.9,Лобня,бульвар Лобненский,Лобня,181063
unknown,Лобня,1,4,2,43.5,5999999,1900,25.032503493966725,6.0,Лобня,Ленина,Лобня,137931
homeowner,Лобня,15,17,2,82.2,14500000,2014,41.5,23.0,Лобня,Окружная,Лобня,176399
real_estate_agent,Лобня,13,17,2,58.2,7799000,2023,43.0,10.0,Лобня,Текстильная,Лобня,134003
realtor,Лобня,3,5,2,44.5,6100000,1965,29.0,6.0,Лобня,Ленина,Лобня,137078
real_estate_agent,Лобня,3,4,2,43.0,6300000,1962,25.0,6.0,Лобня,Мирная,Лобня,146511
realtor,Лобня,2,17,2,60.3,9500000,2011,34.0,13.0,Лобня,бульвар Лобненский,Лобня,157545
real_estate_agent,Лобня,2,2,2,51.1,5300000,1959,31.2,8.0,Лобня,Лесная,Лобня,103718
realtor,Лобня,12,17,2,53.0,8000000,2010,30.0,10.0,Лобня,Физкультурная,Лобня,150943
realtor,Лобня,3,5,2,50.6,7100000,1978,28.2,8.0,Лобня,Победы,Лобня,140316
realtor,Лобня,4,5,2,44.3,5550000,1971,30.5,6.0,Лобня,Московская,Лобня,125282
real_estate_agent,Лобня,4,14,2,57.5,7500000,2023,30.0,12.5,Лобня,Окружная,Лобня,130434
realtor,Лобня,25,25,2,57.2,11000000,2021,30.0,10.0,Лобня,Победы,Лобня,192307
real_estate_agent,Лобня,17,17,2,60.0,7700000,2010,32.5,13.0,Лобня,Физкультурная,Лобня,128333
real_estate_agent,Лобня,1,4,2,45.0,5960000,2023,25.89569326962075,7.90089569744836,Лобня,Дружбы,Лобня,132444
realtor,Лобня,6,14,2,70.0,7800000,2013,37.0,11.0,Лобня,Текстильная,Лобня,111428
real_estate_agent,Лобня,6,14,2,67.0,7700000,2016,36.0,12.7,Лобня,проезд Свободный,Лобня,114925
real_estate_agent,Лобня,4,14,2,52.5,8500000,2023,32.7,8.9,Лобня,Крупской,Лобня,161904
real_estate_agent,Лобня,4,5,2,38.0,6100000,2023,22.0,7.2,Лобня,Букинское шоссе,Лобня,160526
real_estate_agent,Лобня,4,17,2,58.6,8500000,2023,32.0,9.6,Лобня,Спортивная,Лобня,145051
real_estate_agent,Лобня,13,17,2,80.0,10300000,2017,34.0,22.0,Лобня,Окружная,Лобня,128750
real_estate_agent,Лобня,3,9,2,53.0,6100000,1988,32.0,8.0,Лобня,Текстильная,Лобня,115094
real_estate_agent,Лобня,17,17,2,60.3,9980000,2010,33.7,12.9,Лобня,Физкультурная,Лобня,165505
homeowner,Лобня,5,5,2,45.0,5500000,2023,25.89569326962075,7.90089569744836,Лобня,Ленина,Лобня,122222
real_estate_agent,Лобня,7,19,2,60.0,11690000,2016,31.0,12.5,Лобня,Юности,Лобня,194833
real_estate_agent,Лобня,10,12,2,38.1,5500000,1975,22.0,6.0,Лобня,Авиационная,Лобня,144356
real_estate_agent,Лобня,2,5,2,42.6,6550000,1972,26.8,7.0,Лобня,Чайковского,Лобня,153755
real_estate_agent,Лобня,2,19,2,91.5,15500000,2014,42.0,30.0,Лобня,проезд Свободный,Лобня,169398
homeowner,Лобня,4,5,2,42.9,6250000,1967,28.5,6.1,Лобня,Маяковского,Лобня,145687
real_estate_agent,Лобня,5,5,2,42.1,7550000,1974,26.9,5.5,Лобня,Чкалова,Лобня,179334
real_estate_agent,Лобня,10,17,2,47.0,7500000,2017,26.0,10.0,Лобня,Окружная,Лобня,159574
real_estate_agent,Лобня,14,17,2,57.0,9700000,2023,31.0,14.0,Лобня,Колычева,Лобня,170175
realtor,Лобня,8,16,2,55.0,8700000,2004,30.0,12.0,Лобня,проезд Шадунца,Лобня,158181
homeowner,Лобня,15,17,2,62.2,10000000,2010,35.793602697120235,12.8,Лобня,бульвар Лобненский,Лобня,160771
realtor,Лобня,7,19,2,60.3,11200000,2023,34.7002289812918,13.0,Лобня,Юности,Лобня,185737
real_estate_agent,Лобня,7,7,2,80.2,13500000,2007,30.5,19.9,Лобня,Юбилейная,Лобня,168329
real_estate_agent,Лобня,1,14,2,63.0,8300000,2006,30.4,12.0,Лобня,Окружная,Лобня,131746
real_estate_agent,Лобня,13,17,2,65.4,9100000,2018,25.9,23.9,Лобня,Колычева,Лобня,139143
homeowner,Лобня,9,18,2,40.4,8000000,2014,27.0,11.0,Лобня,Жирохова,Лобня,198019
real_estate_agent,Лобня,1,3,2,41.0,5200000,2023,28.4,6.0,Лобня,Космонавтов,Лобня,126829
real_estate_agent,Лобня,12,12,2,120.0,13999000,2000,65.0,16.0,Лобня,Чехова,Лобня,116658
homeowner,Лобня,8,17,2,62.4,10200000,2015,32.6,12.5,Лобня,Кольцевая,Лобня,163461
realtor,Лобня,4,17,2,46.8,8650000,2019,12.0,23.0,Лобня,Колычева,Лобня,184829
realtor,Лобня,1,3,2,42.2,9600000,2023,28.0,5.8,Лобня,Ленина,Лобня,227488
homeowner,Лобня,5,18,2,46.7,7800000,2018,12.0,22.0,Лобня,Колычева,Лобня,167023
