iter	MAE
493	102666.8457
494	102651.5667
495	102628.6098
496	102607.9956
497	102585.8438
498	102566.0918
499	102542.0899
500	102520.3516
501	102496.8356
502	102482.2485
503	102456.4376
504	102431.4616
505	102410.4369
506	102391.0565
507	102374.4403
508	102352.5413
509	102335.0965
510	102106.8013
511	102090.0839
512	102071.8433
513	101845.7484
514	101824.8546
515	101800.2125
516	101785.0604
517	101768.694
518	101747.7932
519	101722.8662
520	101706.3208
521	101691.2713
522	101666.2777
523	101650.3027
524	101628.6063
525	101607.5461
526	101583.0922
527	101487.4402
528	101471.6763
529	101454.2632
530	101433.0771
531	101411.4949
532	101390.553
533	101372.8693
534	101359.1654
535	101338.2414
536	101319.8724
537	101299.2564
538	101283.6824
539	101267.7904
540	101247.2286
541	101227.2398
542	101207.3553
543	101183.5234
544	101166.6365
545	101152.7389
546	100897.9383
547	100878.0463
548	100854.184
549	100838.6974
550	100815.2046
551	100800.2777
552	100777.3672
553	100758.716
554	100744.6265
555	100724.706
556	100708.0756
557	100685.2299
558	100662.9008
559	100648.1794
560	100628.4891
561	100604.9322
562	100591.1913
563	100568.9994
564	100549.5817
565	100527.5881
566	100508.6057
567	100492.9481
568	100471.2701
569	100449.8078
570	100433.5929
571	100418.4142
572	100404.6748
573	100384.1649
574	100366.4527
575	100351.2104
576	100337.4123
577	100324.1133
578	100257.1938
579	100234.6764
580	100217.6701
581	100202.7778
582	100188.2844
583	100173.7333
584	100152.5325
585	100133.7823
586	100115.693
587	99885.96151
588	99872.11582
589	99854.2572
590	99636.2772
591	99422.39801
592	99176.75331
593	99163.32949
594	99145.88285
595	99133.07699
596	99112.09497
597	99091.73972
598	99071.46182
599	99044.68216
600	99025.90052
601	99009.28062
602	98992.04059
603	98974.05688
604	98960.04128
605	98718.47188
606	98704.60872
607	98683.64983
608	98664.27416
609	98650.5249
610	98629.39218
611	98611.23527
612	98591.74287
613	98577.67208
614	98388.78007
615	98185.84595
616	98171.60249
617	98145.59347
618	98131.10027
619	98117.5393
620	97882.6285
621	97863.67492
622	97845.91166
623	97830.37766
624	97804.37648
625	97787.03611
626	97770.50369
627	97756.83386
628	97739.78093
629	97720.60052
630	97706.4617
631	97689.77045
632	97670.54846
633	97658.20564
634	97636.64824
635	97620.24525
636	97421.7924
637	97193.18042
638	97002.87396
639	96983.1013
640	96967.40641
641	96954.66517
642	96930.31204
643	96917.64923
644	96896.92286
645	96877.43617
646	96858.12097
647	96833.86775
648	96817.67946
649	96806.02514
650	96787.2232
651	96770.1166
652	96751.80176
653	96563.66823
654	96550.45353
655	96536.98808
656	96524.62668
657	96511.73658
658	96499.80162
659	96484.4471
660	96468.91172
661	96453.17631
662	96434.83444
663	96412.3716
664	96395.01844
665	96380.26795
666	96368.34864
667	96350.74196
668	96134.18512
669	95956.20484
670	95937.23964
671	95923.92664
672	95904.98585
673	95885.14538
674	95872.53499
675	95860.09954
676	95847.85642
677	95834.85281
678	95818.58686
679	95806.04081
680	95789.02852
681	95768.38719
682	95751.14471
683	95739.11938
684	95722.41926
685	95547.98402
686	95536.74158
687	95520.58224
688	95509.73965
689	95497.76907
690	95475.57599
691	95467.16605
692	95448.6762
693	95428.94061
694	95409.57539
695	95398.50828
696	95386.56898
697	95371.3238
698	95360.48673
699	95348.74312
700	95336.92617
701	95313.79248
702	95300.4119
703	95286.37071
704	95269.92447
705	95254.9024
706	95243.14316
707	95227.61715
708	95059.18762
709	95042.6302
710	95029.36048
711	95014.74229
712	94997.81785
713	94981.71823
714	94963.35181
715	94948.86011
716	94932.31642
717	94918.544
718	94907.55629
719	94897.37333
720	94882.81145
721	94869.03781
722	94853.73655
723	94830.24867
724	94815.71503
725	94803.82315
726	94787.45873
727	94775.70059
728	94764.61202
729	94749.62663
730	94735.33746
731	94723.70269
732	94705.57928
733	94691.86327
734	94679.74256
735	94665.89406
736	94472.68954
737	94461.12016
738	94451.4924
739	94437.02515
740	94422.61694
741	94412.81124
742	94401.32119
743	94390.01552
744	94367.00157
745	94352.04005
746	94342.59524
747	94265.82081
748	94251.99422
749	94238.6028
750	94224.98814
751	94206.33085
752	94187.97844
753	93990.74271
754	93979.8688
755	93933.78815
756	93917.43495
757	93899.00463
758	93888.49752
759	93879.40761
760	93865.44073
761	93852.08691
762	93834.42063
763	93781.64859
764	93767.85457
765	93749.90766
766	93736.4376
767	93726.98603
768	93682.21311
769	93669.47176
770	93651.24872
771	93456.34681
772	93299.95731
773	93113.52155
774	93100.89646
775	93082.76127
776	93071.75178
777	93058.54612
778	93049.86734
779	93028.95144
780	93015.27923
781	93004.98178
782	92989.31472
783	92972.12193
784	92957.19702
785	92884.18822
786	92873.66168
787	92863.45981
788	92845.81623
789	92829.48376
790	92819.77948
791	92810.02447
792	92797.21745
793	92779.84763
794	92770.14093
795	92757.62207
796	92575.73072
797	92401.15789
798	92391.42406
799	92377.94913
800	92361.75206
801	92344.10501
802	92334.67105
803	92326.5181
804	92315.26276
805	92305.26645
806	92294.18148
807	92271.709
808	92259.44944
809	92245.00237
810	92234.77705
811	92224.69573
812	92196.54453
813	92180.54286
814	92169.82459
815	92160.05431
816	92020.08432
817	92010.58611
818	92000.99549
819	91988.18325
820	91977.05021
821	91967.52267
822	91950.56124
823	91938.0405
824	91929.27311
825	91918.16017
826	91878.86637
827	91862.84049
828	91845.43021
829	91837.51892
830	91820.98118
831	91812.0632
832	91803.27287
833	91790.2023
834	91777.94529
835	91769.08464
836	91751.87481
837	91740.19089
838	91729.26084
839	91716.99106
840	91701.97403
841	91685.57009
842	91676.23923
843	91664.05667
844	91655.11054
845	91643.19125
846	91632.96767
847	91621.34507
848	91612.42722
849	91599.84958
850	91589.45052
851	91418.07798
852	91407.67807
853	91395.15906
854	91225.51607
855	91210.06916
856	91194.52544
857	91186.24647
858	91177.16825
859	91165.36481
860	91149.60988
861	91139.95697
862	91131.01984
863	91121.69053
864	91110.20297
865	91101.19372
866	91090.14824
867	91075.0154
868	91059.86578
869	91045.65779
870	91037.16696
871	91026.40481
872	91018.17403
873	91001.46025
874	90993.40454
875	90985.76026
876	90976.56703
877	90810.13978
878	90801.64523
879	90791.78742
880	90782.09502
881	90771.19215
882	90762.31118
883	90747.80352
884	90736.18517
885	90718.89918
886	90708.22589
887	90697.80222
888	90689.86944
889	90672.64721
890	90657.63877
891	90649.25664
892	90634.34881
893	90625.68966
894	90615.90488
895	90606.55403
896	90598.14479
897	90430.62652
898	90408.57345
899	90400.19621
900	90239.63873
901	90229.31982
902	90214.47965
903	90154.38645
904	90144.69598
905	90124.39841
906	90116.3648
907	90101.82975
908	90093.61672
909	90085.89102
910	90078.35025
911	90057.61178
912	89898.91759
913	89887.19554
914	89875.93271
915	89864.66963
916	89850.42036
917	89695.42551
918	89610.93134
919	89600.37986
920	89584.13943
921	89570.13795
922	89562.06917
923	89547.16554
924	89536.61126
925	89526.37845
926	89505.77882
927	89485.94579
928	89472.7501
929	89458.07137
930	89305.64583
931	89292.23778
932	89282.30551
933	89270.05355
934	89261.99825
935	89252.21472
936	89244.25198
937	89236.54576
938	89225.53549
939	89077.94892
940	89070.4441
941	89057.20845
942	89047.83531
943	89030.62274
944	89013.80304
945	89006.2627
946	88996.47803
947	88988.82682
948	88974.27348
949	88940.78644
950	88931.64812
951	88911.63703
952	88894.99811
953	88879.2255
954	88863.80846
955	88856.60836
956	88849.52613
957	88840.35237
958	88833.29149
959	88826.10337
960	88813.15396
961	88803.15803
962	88796.13184
963	88787.38974
964	88777.64855
965	88761.51664
966	88742.47128
967	88726.83825
968	88720.04114
969	88711.03701
970	88702.26743
971	88665.9575
972	88659.23509
973	88652.63569
974	88509.70485
975	88500.10217
976	88491.20636
977	88476.75483
978	88467.21339
979	88454.75174
980	88439.38716
981	88380.89891
982	88369.22315
983	88353.39712
984	88337.7497
985	88322.30876
986	88312.91744
987	88255.60958
988	88247.38475
989	88238.22289
990	88229.67608
991	88220.59807
992	88210.43139
993	88062.84692
994	88047.28121
995	88033.01519
996	88017.19643
997	88006.02383
998	87990.63819
999	87977.28045
1000	87962.40874
1001	87952.83699
1002	87943.74516
1003	87936.48758
1004	87928.50033
1005	87912.84542
1006	87898.3042
1007	87882.88555
1008	87874.06969
1009	87855.60686
1010	87848.87141
1011	87834.03271
1012	87823.36171
1013	87816.24868
1014	87804.10585
1015	87789.33949
1016	87775.79494
1017	87768.18804
1018	87758.3523
1019	87740.97963
1020	87726.53626
1021	87713.00603
1022	87705.98458
1023	87691.96913
1024	87681.68918
1025	87674.67246
1026	87665.7357
1027	87657.00887
1028	87649.45698
1029	87639.16757
1030	87632.40514
1031	87625.2183
1032	87617.62195
1033	87606.89
1034	87599.80978
1035	87586.76444
1036	87579.34539
1037	87565.85318
1038	87559.22766
1039	87551.92317
1040	87538.23122
1041	87526.49867
1042	87517.67472
1043	87506.242
1044	87367.01858
1045	87359.88005
1046	87352.66796
1047	87346.40661
1048	87340.11187
1049	87327.91751
1050	87310.84683
1051	87304.41081
1052	87298.12111
1053	87281.97313
1054	87265.72228
1055	87210.62841
1056	87196.81723
1057	87183.37887
1058	87172.05914
1059	87163.48642
1060	87023.75338
1061	87013.08609
1062	87004.65111
1063	86993.53624
1064	86987.35118
1065	86974.12928
1066	86968.10541
1067	86952.41956
1068	86939.94375
1069	86931.50689
1070	86924.67124
1071	86786.25481
1072	86780.21524
1073	86773.54526
1074	86766.3464
1075	86758.91465
1076	86753.04996
1077	86746.1927
1078	86737.80507
1079	86605.6558
1080	86594.25599
1081	86583.26902
1082	86577.12593
1083	86570.31612
1084	86557.26981
1085	86546.78893
1086	86538.4803
1087	86527.74872
1088	86517.94336
1089	86512.18375
1090	86504.04399
1091	86497.44289
1092	86490.91173
1093	86482.73504
1094	86476.27028
1095	86470.53557
1096	86462.48064
1097	86329.97358
1098	86322.88164
1099	86316.80255
1100	86309.90949
1101	86303.60714
1102	86296.85867
1103	86284.48013
1104	86278.22114
1105	86264.99602
1106	86256.8079
1107	86246.79033
1108	86236.49975
1109	86226.09221
1110	86212.85707
1111	86204.95314
1112	86197.23736
1113	86190.54079
1114	86154.15824
1115	86147.74468
1116	86140.54345
1117	86134.23278
1118	86118.7712
1119	86107.39728
1120	86099.13326
1121	86087.3152
1122	86074.6628
1123	86062.2293
1124	86054.37266
1125	86048.084
1126	86041.87733
1127	85916.19408
1128	85910.62322
1129	85898.93779
1130	85884.21912
1131	85752.80353
1132	85747.19597
1133	85739.58621
1134	85733.87202
1135	85726.48555
1136	85713.86082
1137	85704.39203
1138	85689.68405
1139	85676.59411
1140	85663.8474
1141	85651.27811
1142	85644.75687
1143	85632.31078
1144	85623.91606
1145	85618.01494
1146	85608.91971
1147	85603.66175
1148	85597.94224
1149	85587.8875
1150	85579.20521
1151	85569.36863
1152	85562.89876
1153	85557.08796
1154	85436.11336
1155	85428.63601
1156	85422.59586
1157	85412.28309
1158	85406.14501
1159	85400.5787
1160	85275.15598
1161	85242.07966
1162	85236.59781
1163	85223.35053
1164	85216.06974
1165	85208.97975
1166	85196.54097
1167	85071.31959
1168	84951.22751
1169	84942.17094
1170	84932.3876
1171	84919.18522
1172	84913.19142
1173	84903.58937
1174	84891.32926
1175	84773.18967
1176	84761.10827
1177	84751.14018
1178	84737.51784
1179	84725.63547
1180	84716.49947
1181	84711.11774
1182	84701.96795
1183	84694.86989
1184	84577.85039
1185	84572.22124
1186	84564.62887
1187	84554.5934
1188	84540.23207
1189	84534.94295
1190	84525.59926
1191	84410.13798
1192	84401.32074
1193	84395.37905
1194	84385.64619
1195	84380.32821
1196	84366.05758
1197	84357.37438
1198	84349.98986
1199	84344.49838
1200	84337.27995
1201	84323.60623
1202	84313.89762
1203	84307.96346
1204	84300.4373
1205	84251.35905
1206	84245.51477
1207	84236.75988
1208	84229.70946
1209	84223.79413
1210	84218.42141
1211	84209.28317
1212	84201.2525
1213	84187.09988
1214	84181.3218
1215	84174.29231
1216	84167.41801
1217	84161.83871
1218	84155.87253
1219	84138.12732
1220	84131.49909
1221	84125.94237
1222	84120.49961
1223	84115.37318
1224	84108.73317
1225	84101.54785
1226	84086.88332
1227	84078.31117
1228	84069.60942
1229	84057.13849
1230	84026.66708
1231	84021.64876
1232	84009.68454
1233	84004.45685
1234	83995.6129
1235	83983.63778
1236	83978.25653
1237	83966.48602
1238	83951.56539
1239	83946.09763
1240	83938.08151
1241	83929.05949
1242	83923.87784
1243	83909.31247
1244	83902.57259
1245	83897.63457
1246	83889.28121
1247	83880.02396
1248	83872.58059
1249	83867.2673
1250	83855.23603
1251	83810.20324
1252	83803.14728
1253	83788.53713
1254	83778.99119
1255	83770.60579
1256	83757.53899
1257	83752.2216
1258	83740.77818
1259	83735.29914
1260	83729.31668
1261	83722.33544
1262	83712.07573
1263	83705.31455
1264	83700.4915
1265	83691.02965
1266	83686.7727
1267	83569.44122
1268	83453.28951
1269	83446.73473
1270	83336.50175
1271	83330.1838
1272	83316.02291
1273	83304.4232
1274	83299.65065
1275	83294.56479
1276	83284.67748
1277	83276.49834
1278	83271.21865
1279	83266.77959
1280	83260.28075
1281	83254.55012
1282	83246.3572
1283	83232.02837
1284	83129.22156
1285	83122.26409
1286	83113.99161
1287	83099.86865
1288	83095.09998
1289	82983.64916
1290	82977.17513
1291	82970.35099
1292	82965.26868
1293	82960.84096
1294	82954.48671
1295	82949.91572
1296	82940.95375
1297	82927.27044
1298	82922.61917
1299	82917.72368
1300	82813.02577
1301	82799.54041
1302	82793.99003
1303	82789.46714
1304	82784.37986
1305	82777.92384
1306	82773.58909
1307	82767.82711
1308	82724.17052
1309	82716.35841
1310	82709.95969
1311	82703.5552
1312	82689.35099
1313	82677.42404
1314	82663.90887
1315	82655.87985
1316	82649.57837
1317	82639.82125
1318	82626.35889
1319	82620.28954
1320	82615.29452
1321	82609.46777
1322	82603.15605
1323	82597.3374
1324	82592.30637
1325	82584.42439
1326	82579.32894
1327	82574.34962
1328	82564.20864
1329	82539.62143
1330	82535.04491
1331	82526.46488
1332	82521.96792
1333	82517.58427
1334	82511.34479
1335	82506.51652
1336	82500.36442
1337	82491.54764
1338	82486.84041
1339	82478.92129
1340	82462.99126
1341	82457.14067
1342	82452.3974
1343	82444.3362
1344	82430.23589
1345	82422.66066
1346	82418.44876
1347	82404.71153
1348	82398.71115
1349	82291.401
1350	82286.46656
1351	82281.68466
1352	82276.10943
1353	82266.61573
1354	82260.31766
1355	82247.8023
1356	82240.04686
1357	82235.18101
1358	82230.83611
1359	82226.41807
1360	82220.44261
1361	82214.14822
1362	82208.11619
1363	82195.18451
1364	82190.19736
1365	82173.9236
1366	82169.63995
1367	82163.75649
1368	82157.82199
1369	82017.09766
1370	82012.90347
1371	82008.34706
1372	82003.90817
1373	81998.10188
1374	81992.40867
1375	81979.39581
1376	81971.84197
1377	81959.15628
1378	81953.92955
1379	81942.36685
1380	81936.58518
1381	81932.28863
1382	81926.79145
1383	81921.07906
1384	81913.32083
1385	81909.07711
1386	81899.47499
1387	81895.2739
1388	81890.88236
1389	81878.17081
1390	81870.62349
1391	81866.70622
1392	81862.04421
1393	81855.99358
1394	81850.67329
1395	81844.82131
1396	81726.4206
1397	81716.87541
1398	81712.74447
1399	81700.45349
1400	81694.99184
1401	81683.00627
1402	81678.92548
1403	81662.91575
1404	81524.60471
1405	81519.51042
1406	81514.5312
1407	81510.23062
1408	81504.40105
1409	81500.37689
1410	81495.3045
1411	81483.53423
1412	81380.54142
1413	81376.27933
1414	81367.79104
1415	81363.42446
1416	81359.50291
1417	81355.59173
1418	81350.70077
1419	81344.6831
1420	81336.12568
1421	81329.44819
1422	81325.55118
1423	81319.70562
1424	81315.9583
1425	81311.51859
1426	81307.75289
1427	81303.30628
1428	81297.50664
1429	81288.54519
1430	81283.40586
1431	81240.89958
1432	81237.26504
1433	81143.43671
1434	81131.43316
1435	81127.83936
1436	81122.25809
1437	81114.8406
1438	81110.69564
1439	81105.42272
1440	81085.46107
1441	81078.37958
1442	81071.24238
1443	81067.07657
1444	81034.19367
1445	81019.46355
1446	81014.51964
1447	81008.9418
1448	81005.27548
1449	80985.01191
1450	80979.52913
1451	80974.23861
1452	80962.61356
1453	80942.99461
1454	80923.76674
1455	80904.98783
1456	80889.11256
1457	80759.58562
1458	80755.82814
1459	80751.56937
1460	80747.88028
1461	80621.57353
1462	80616.52704
1463	80612.1999
1464	80593.40861
1465	80584.81186
1466	80579.80109
1467	80565.24314
1468	80560.37017
1469	80541.85057
1470	80527.9155
1471	80516.76281
1472	80491.00255
1473	80485.41089
1474	80480.86578
1475	80476.21446
1476	80461.65176
1477	80456.24873
1478	80449.26831
1479	80444.02632
1480	80440.23608
1481	80429.22179
1482	80425.44596
1483	80420.80979
1484	80417.14298
1485	80401.51538
1486	80393.39165
1487	80389.83729
1488	80385.56197
1489	80381.21525
1490	80376.95511
1491	80367.48646
1492	80356.95705
1493	80351.53695
1494	80346.35493
1495	80342.69887
1496	80332.33838
1497	80328.88667
1498	80320.25758
1499	80315.76805
1500	80312.23556
1501	80303.74536
1502	80299.26336
1503	80295.83721
1504	80288.25069
1505	80284.96427
1506	80274.68406
1507	80269.63648
1508	80265.02817
1509	80258.75737
1510	80251.86586
1511	80245.20965
1512	80240.77942
1513	80235.35256
1514	80212.73019
1515	80209.35797
1516	80204.23417
1517	80199.70145
1518	80195.11345
1519	80190.0023
1520	80185.03493
1521	80177.41799
1522	80173.76121
1523	80131.63832
1524	80121.9869
1525	80117.51075
1526	80112.8214
1527	80106.93444
1528	80081.33485
1529	80077.02399
1530	80073.44314
1531	80070.03035
1532	80066.62607
1533	80024.77025
1534	80019.78451
1535	80001.58116
1536	79996.98928
1537	79992.06027
1538	79987.52924
1539	79983.1497
1540	79978.32318
1541	79974.72147
1542	79964.39346
1543	79956.59927
1544	79946.50664
1545	79941.65933
1546	79924.74961
1547	79921.27596
1548	79916.68989
1549	79912.59767
1550	79888.5863
1551	79883.62287
1552	79876.88219
1553	79863.53423
1554	79856.89734
1555	79845.46543
1556	79841.26194
1557	79828.05953
1558	79823.22084
1559	79815.39462
1560	79807.62951
1561	79802.58579
1562	79791.52619
1563	79788.13159
1564	79756.95453
1565	79752.58286
1566	79747.78486
1567	79743.41528
1568	79733.05507
1569	79729.21156
1570	79722.24239
1571	79717.31529
1572	79712.56999
1573	79709.31583
1574	79706.21931
1575	79702.21088
1576	79697.90793
1577	79571.13704
1578	79566.45542
1579	79559.22366
1580	79552.82865
1581	79546.70046
1582	79542.06618
1583	79537.977
1584	79534.78798
1585	79530.73199
1586	79519.47473
1587	79514.87709
1588	79506.71585
1589	79503.52706
1590	79498.99129
1591	79482.02007
1592	79476.82591
1593	79471.77229
1594	79466.91266
1595	79460.20816
1596	79421.10079
1597	79416.60025
1598	79412.15303
1599	79402.41504
1600	79394.24571
1601	79390.21748
1602	79385.48243
1603	79382.22658
1604	79369.51928
1605	79365.27802
1606	79357.24336
1607	79349.02179
1608	79344.63095
1609	79327.48238
1610	79321.00926
1611	79314.68269
1612	79311.39106
1613	79307.38669
1614	79302.99182
1615	79298.52652
1616	79294.19791
1617	79290.62644
1618	79286.74071
1619	79270.06842
1620	79254.25396
1621	79250.97509
1622	79160.25971
1623	79157.07493
1624	79152.10006
1625	79141.53959
1626	79051.82591
1627	79036.34501
1628	79032.25082
1629	79025.15843
1630	79017.43944
1631	79003.90373
1632	79000.77789
1633	78996.24365
1634	78990.23693
1635	78987.10399
1636	78982.2521
1637	78978.29484
1638	78974.13647
1639	78967.94515
1640	78963.07854
1641	78959.94394
1642	78955.28507
1643	78952.29422
1644	78948.3188
1645	78944.27233
1646	78940.22312
1647	78932.76013
1648	78921.74006
1649	78917.83616
1650	78913.09789
1651	78792.00691
1652	78786.28795
1653	78666.10519
1654	78659.42224
1655	78656.30905
1656	78652.80526
1657	78649.73422
1658	78636.56911
1659	78632.5083
1660	78625.41239
1661	78611.68248
1662	78607.72283
1663	78603.25241
1664	78597.26539
1665	78581.71583
1666	78574.31822
1667	78570.88677
1668	78558.27445
1669	78554.31076
1670	78550.44904
