author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,street,underground,price_per_square_meter
4,24,7,9,1,33.0,8600000,1981,19.0,6.0,33,144,332,260606
1,24,2,4,1,32.0,7200000,2021,27.0,5.618414718185501,165,426,307,225000
4,24,9,9,1,31.4,9700000,1964,21.1,5.2,86,131,310,308917
1,24,10,16,1,35.9,11050000,1981,20.659008630653,9.8,16,784,37,307799
1,24,3,9,1,41.0,15000000,2017,19.0,15.0,132,1272,237,365853
4,24,5,16,1,60.3,50000000,2013,20.3,33.9,46,772,255,829187
4,24,2,9,1,32.2,11300000,1979,18.52980718403974,5.6535298101741605,156,712,270,350931
4,24,7,29,1,58.0,23500000,2008,30.4,20.4,156,712,270,405172
3,24,12,17,1,38.5,9500000,2007,20.0,9.0,85,1069,142,246753
1,24,4,5,1,37.1,13900000,1954,18.0,9.0,54,799,205,374663
1,24,10,25,1,39.0,15800000,2012,19.0,12.0,156,1114,270,405128
4,24,9,16,1,38.2,11000000,1982,19.3,9.9,119,720,329,287958
4,24,27,28,1,26.6,13000000,2023,10.0,10.0,122,314,285,488721
4,24,3,12,1,39.5,10500000,1987,21.1,8.8,119,886,208,265822
4,24,3,16,1,40.0,11350000,2023,17.0,12.0,165,1274,307,283750
4,24,5,39,1,37.5,22000000,2022,15.0,10.0,130,659,7,586666
4,24,8,21,1,38.0,16000000,2008,20.0,10.0,101,777,100,421052
1,24,16,17,1,38.9,14500000,1986,19.1,8.4,172,1182,221,372750
4,24,2,7,1,45.0,15250000,2005,25.89569326962075,7.900895697448361,75,625,312,338888
1,24,8,28,1,43.1,22990000,2020,17.1,12.2,166,192,308,533410
4,24,10,51,1,30.0,16500000,2024,15.0,10.0,125,1232,326,550000
1,24,6,17,1,37.6,11000000,2014,18.9,9.6,154,115,264,292553
4,24,10,20,1,29.8,15600000,2023,17.0,6.0,20,819,70,523489
1,24,2,14,1,37.9,11000000,1992,19.0,8.0,29,941,130,290237
1,24,6,17,1,40.1,18500000,2000,18.5,7.4,130,747,235,461346
6,24,4,24,1,41.0,15300000,2009,19.0,9.2,175,944,230,373170
1,24,8,23,1,48.6,16500000,2023,17.5,13.0,106,1210,176,339506
4,24,14,22,1,38.0,16500000,2007,19.0,10.0,167,586,259,434210
1,24,4,8,1,50.6,16700000,2017,23.0,13.0,31,1111,60,330039
4,24,5,5,1,33.0,13000000,1962,20.0,6.0,116,214,4,393939
1,24,16,23,1,44.7,18500000,2014,25.723055314489947,12.0,178,139,296,413870
6,24,6,12,1,41.1,10350000,1982,20.8,8.5,13,901,28,251824
6,24,2,20,1,55.0,25000000,2002,20.0,15.0,74,716,116,454545
1,24,2,5,1,30.8,12000000,1962,18.9,5.5,167,690,309,389610
1,24,15,17,1,38.5,12350000,2016,20.1,9.4,146,399,306,320779
1,24,3,5,1,17.9,8100000,2023,14.9,3.0,86,254,184,452513
6,24,8,25,1,27.8,14950000,2021,20.0,3.0,134,21,32,537769
4,24,2,3,1,44.0,9300000,2014,20.0,15.0,109,807,175,211363
1,24,22,25,1,41.6,10600000,2013,17.6,10.1,104,968,167,254807
3,24,15,21,1,95.3,39200000,2004,70.9,19.1,130,735,138,411332
4,24,6,13,1,35.8,7900000,2021,15.0,11.1,19,1380,38,220670
4,24,6,7,1,30.4,17800000,1908,15.8,8.7,9,989,110,585526
1,24,9,14,1,38.0,13000000,1999,19.1,8.5,88,258,33,342105
1,24,1,9,1,32.0,18000000,1964,21.0,7.0,125,1317,108,562500
3,24,5,14,1,63.0,52000000,2013,21.0,33.0,46,772,255,825396
4,24,4,8,1,34.0,22000000,2024,10.0,17.0,81,635,129,647058
4,24,4,6,1,24.9,5700000,2023,14.328950275856814,4.371828952588093,119,61,8,228915
0,24,3,44,1,45.0,26696025,2024,19.0,14.9,171,1299,315,593245
3,24,6,14,1,52.0,34890000,2023,27.0,7.0,164,1372,287,670961
3,24,50,55,1,42.6,26000000,2024,24.51458962857431,11.8,87,87,143,610328
1,24,1,6,1,47.0,47000000,1912,27.046612970492784,8.252046617334955,4,905,12,1000000
4,24,12,15,1,36.0,10100000,2019,16.0,9.9,109,278,175,280555
1,24,6,26,1,45.5,14400000,2021,26.18342319483876,7.988683427420009,47,399,45,316483
4,24,3,17,1,35.0,10450000,2012,15.0,9.2,106,670,206,298571
1,24,14,17,1,38.0,12500000,1981,19.0,8.4,74,606,234,328947
4,24,11,16,1,38.5,13000000,1979,19.5,8.8,119,452,171,337662
6,24,2,8,1,40.8,9500000,2003,23.47876189778948,8.2,85,706,142,232843
6,24,6,17,1,38.0,11500000,1993,19.9,9.0,26,515,65,302631
3,24,9,10,1,36.8,19000000,2021,21.17692249604541,6.461176925913326,77,1350,214,516304
4,24,11,12,1,36.0,11800000,1971,19.7,9.7,130,72,95,327777
4,24,4,5,1,42.0,12555000,1931,24.1693137183127,10.0,119,720,208,298928
3,24,5,13,1,34.8,17500000,2024,25.8,4.0,34,910,289,502873
3,24,4,16,1,47.8,22000000,2024,16.4,18.6,171,430,279,460251
1,24,12,14,1,35.0,8500000,2020,15.0,11.0,181,1399,330,242857
3,24,9,9,1,36.0,9072500,1980,19.0,9.0,85,290,33,252013
4,24,4,22,1,84.4,20900000,2014,48.56881137679981,14.81856881921426,82,539,15,247630
4,24,8,22,1,56.7,14800000,2014,32.628573519722146,9.955128578784935,82,539,15,261022
3,24,4,5,1,31.0,7500000,1975,17.0,6.0,59,1132,99,241935
1,24,5,69,1,32.9,13490000,2025,14.7,9.9,120,1251,98,410030
3,24,2,5,1,31.2,11000000,1965,17.4,5.7,5,899,62,352564
3,24,13,25,1,38.0,19100000,2023,21.867474316568632,6.671867477845282,171,1224,164,502631
3,24,5,6,1,43.0,26900000,2023,24.744773568748716,7.5497447775617665,11,81,25,625581
4,24,3,5,1,30.6,12000000,1961,18.8,6.0,116,97,295,392156
1,24,2,14,1,42.0,7000000,2024,18.0,12.0,162,1004,282,166666
0,24,2,3,1,49.5,8514000,2023,28.485262596582825,8.690985267193197,3,338,11,172000
1,24,4,16,1,39.8,13700000,2021,14.0,18.0,154,1252,264,344221
4,24,12,22,1,35.0,10770770,2021,16.1,8.5,165,505,307,307736
4,24,5,9,1,32.7,8100000,1976,18.8,6.1,14,438,318,247706
4,24,10,23,1,35.9,16950000,2023,20.659008630653,6.303159011964358,171,1222,326,472144
4,24,13,43,1,32.3,16950000,2023,18.587353169083336,5.671087356168489,171,1222,326,524767
4,24,2,3,1,46.9,27500000,2013,20.0,10.0,172,1337,13,586353
3,24,4,17,1,37.6,8750000,2012,18.8,7.4,104,1057,167,232712
3,24,7,13,1,50.8,30000000,2023,17.2,24.1,171,430,279,590551
3,24,22,22,1,19.4,8880000,1980,15.0,4.0,164,635,335,457731
3,24,22,22,1,17.4,9710000,1980,10.01300139758669,3.0550130030133658,164,635,335,558045
1,24,8,22,1,39.0,11390000,2009,17.0,9.0,146,399,306,292051
3,24,4,9,1,30.0,9500000,2023,18.0,6.0,77,1225,0,316666
3,24,8,9,1,45.0,27500000,2014,20.0,15.0,125,1320,19,611111
1,24,7,12,1,46.0,11400000,1978,22.0,11.0,13,638,28,247826
4,24,1,24,1,46.0,12200000,2016,20.0,16.0,132,153,237,265217
4,24,17,17,1,38.0,9700000,2014,19.0,7.5,104,675,167,255263
3,24,22,22,1,20.2,9890000,1980,11.624288978807536,3.5466242908545973,164,635,335,489603
1,24,7,11,1,31.0,15500000,2024,27.0,4.0,137,798,245,500000
1,24,2,5,1,31.8,10150000,1960,19.1,6.0,90,870,37,319182
4,24,2,14,1,38.5,9100000,1974,20.0,10.0,85,156,142,236363
3,24,19,25,1,36.3,10108559,2022,16.0,10.4,104,652,167,278472
3,24,22,25,1,41.9,11054085,2022,20.1,11.6,104,652,167,263820
3,24,17,25,1,41.3,10896151,2022,19.6,10.3,104,652,167,263829
6,24,3,15,1,32.3,12462000,2023,32.1,5.671087356168489,172,1181,317,385820
3,24,5,12,1,37.3,13500000,1998,19.0,8.0,166,275,16,361930
4,24,2,9,1,32.5,8700000,1977,18.702445139170543,6.0,26,413,338,267692
1,24,25,26,1,30.6,16600000,2023,17.60907142334211,6.0,100,777,162,542483
3,24,15,18,1,30.3,9180900,2023,17.436433468211305,5.319936436281896,116,197,32,303000
3,24,7,9,1,31.6,11800000,1964,21.4,5.2,50,509,93,373417
4,24,2,12,1,35.0,12800000,1971,20.0,9.5,137,798,245,365714
4,24,7,9,1,36.9,9215000,1980,21.234468481089014,6.478734471907655,85,290,33,249728
3,24,6,9,1,29.6,10150000,1971,17.033611572906093,6.0,119,52,208,342905
1,24,4,40,1,42.2,23000000,2023,24.284405688399904,18.7,34,1273,79,545023
3,24,29,44,1,49.5,27000000,2024,17.0,9.0,171,1298,326,545454
3,24,30,44,1,46.7,16390000,2025,15.7,18.3,122,1094,291,350963
3,24,13,44,1,38.0,13300000,2025,15.4,8.9,122,1094,291,350000
3,24,24,25,1,40.2,10500000,2024,23.133485987527873,7.058133489720536,191,667,249,261194
1,24,2,4,1,42.2,7700000,2016,20.0,20.0,71,878,118,182464
1,24,1,5,1,29.4,10300000,1961,17.8,6.0,167,280,121,350340
4,24,26,59,1,40.2,20000000,2021,23.133485987527873,7.058133489720536,161,398,70,497512
4,24,15,17,1,37.5,11000000,2013,18.0,7.0,129,645,232,293333
1,24,7,14,1,41.8,11600000,1969,18.7,8.2,102,1025,250,277511
4,24,19,29,1,46.0,32800000,2023,26.471153120056766,8.076471157391657,34,299,1,713043
3,24,6,29,1,40.6,23500000,2023,15.0,10.0,171,1222,326,578817
4,24,7,15,1,43.7,10300000,2022,22.1,10.4,126,513,226,235697
3,24,5,17,1,37.4,11850000,1997,18.9,7.8,93,951,55,316844
3,24,3,33,1,34.7,22000000,2023,17.1,10.0,171,1009,326,634005
4,24,9,12,1,38.2,10700000,1974,20.9,8.7,117,145,65,280104
4,24,15,24,1,40.4,10700000,2007,19.0,11.0,63,672,140,264851
4,24,11,24,1,24.7,8600000,2024,14.21385830576961,4.336713860599433,151,845,84,348178
3,24,4,9,1,31.0,9700000,1966,21.0,5.0,134,1387,300,312903
4,24,3,6,1,29.7,6100000,2021,18.0,6.0,165,426,307,205387
1,24,10,16,1,38.0,15400000,1978,25.0,9.0,118,873,7,405263
3,24,10,17,1,36.0,17499000,2025,20.7165546156966,6.320716557958688,9,223,333,486083
4,24,4,19,1,41.5,9500000,2023,23.88158379309469,7.286381587646821,129,649,232,228915
3,24,11,20,1,32.7,17400000,2024,18.817537109257746,5.741317540145809,171,1224,315,532110
3,24,9,16,1,32.9,8500000,2024,22.3,3.0,97,1007,274,258358
3,24,14,23,1,41.1,21200000,2024,12.5,16.1,171,430,279,515815
1,24,18,18,1,45.9,7590000,2015,18.0,15.0,59,630,99,165359
6,24,6,8,1,32.17,13200000,2025,19.9,5.0,88,404,123,410320
1,24,2,16,1,34.6,9500000,1999,18.8,8.3,85,290,33,274566
4,24,9,17,1,38.0,10500000,1997,18.0,9.0,98,501,91,276315
4,24,12,17,1,38.4,10150000,1998,19.3,8.6,88,821,33,264322
4,24,15,17,1,32.7,8200000,2022,11.0,13.0,109,342,175,250764
1,24,2,16,1,52.0,10850000,2002,22.0,14.0,112,778,189,208653
4,24,4,6,1,39.0,13950000,1959,16.6,12.3,171,1275,164,357692
4,24,5,15,1,39.0,9480000,2021,18.0,12.0,19,1380,38,243076
6,24,9,16,1,38.6,10350000,1985,19.0,10.8,51,862,328,268134
6,24,6,17,1,32.9,6999950,2022,11.0,12.0,109,342,175,212764
3,24,4,12,1,40.0,17300000,1972,20.0,12.9,87,1089,143,432500
3,24,2,25,1,36.0,8500000,2024,17.2,9.0,85,1247,207,236111
4,24,1,5,1,32.8,12200000,1960,18.9,6.0,137,740,209,371951
3,24,5,5,1,31.0,10950000,1961,18.0,6.0,189,823,75,353225
0,24,3,22,1,49.9,32779310,2024,14.0,11.2,122,971,265,656900
0,24,3,22,1,51.9,34217670,2024,14.3,10.1,122,971,265,659300
6,24,9,33,1,34.2,14400000,2023,14.0,10.5,100,44,100,421052
3,24,22,22,1,20.0,9770000,1980,11.509197008720333,3.511509198865938,164,635,335,488500
4,24,14,35,1,42.5,25200000,2022,19.0,17.0,116,359,4,592941
3,24,21,41,1,46.0,25000000,2023,30.0,6.0,171,1222,326,543478
3,24,6,27,1,36.0,16495000,2025,17.5,9.0,34,32,79,458194
6,24,1,12,1,39.1,9700000,1982,20.8,8.8,22,556,171,248081
4,24,2,12,1,35.0,14500000,1974,20.0,8.0,9,315,20,414285
3,24,6,9,1,29.7,11100000,1966,17.5,5.7,81,331,170,373737
1,24,5,12,1,34.7,9000000,1972,19.8,9.4,52,755,171,259365
4,24,4,7,1,42.3,7150000,2022,15.2,14.9,140,727,248,169030
1,24,5,25,1,38.0,19350000,2015,21.867474316568632,6.671867477845282,171,786,164,509210
4,24,7,10,1,37.9,10500000,2002,19.0,7.4,47,151,63,277044
1,24,14,25,1,47.4,15500000,2001,22.1,12.2,88,290,33,327004
1,24,3,9,1,32.6,9999999,1979,18.7,6.7,65,1003,117,306748
4,24,9,17,1,37.5,11000000,2017,18.8,9.7,104,916,167,293333
4,24,10,17,1,39.8,10499000,2019,19.5,10.5,19,1362,38,263793
3,24,5,21,1,40.0,12000000,2024,20.0,11.0,105,118,89,300000
3,24,43,43,1,42.4,26200000,2023,24.399497658487107,7.444399501595789,171,1222,164,617924
4,24,9,12,1,35.0,8699999,2023,20.141094765260583,6.145141098015392,159,309,278,248571
1,24,30,33,1,37.4,14500000,2021,21.522198406307023,18.8,38,660,133,387700
3,24,2,10,1,42.8,7500000,2000,19.9,8.8,186,260,330,175233
3,24,15,20,1,50.0,26000000,2024,30.0,8.0,130,517,7,520000
3,24,4,4,1,15.0,6700000,2023,8.63189775654025,2.6336318991494534,151,1236,252,446666
0,24,5,20,1,32.7,20674412,2024,12.0,9.7,171,1298,80,632245
3,24,1,14,1,35.0,10500000,1971,20.0,9.0,60,944,102,300000
0,24,21,28,1,36.9,18117900,2026,12.4,13.2,171,337,164,491000
4,24,4,9,1,36.0,8700000,1980,20.7165546156966,6.320716557958688,85,290,33,241666
4,24,11,14,1,35.0,8250000,1978,19.0,11.0,181,949,330,235714
4,24,11,12,1,39.2,8750000,2023,20.9,8.9,56,86,142,223214
3,24,9,12,1,39.0,10200000,1978,19.0,9.0,178,139,296,261538
3,24,3,7,1,58.0,46400000,2024,33.37667132528897,25.4,46,990,197,800000
1,24,4,14,1,39.0,11500000,1992,21.0,8.5,93,951,233,294871
1,24,5,13,1,36.8,11000000,2022,21.17692249604541,6.461176925913326,109,17,175,298913
3,24,12,17,1,38.0,14500000,1990,20.0,8.0,77,1048,132,381578
3,24,15,29,1,40.9,22500000,2023,16.0,10.0,171,1222,164,550122
4,24,12,12,1,34.6,9200000,1968,19.8,9.7,119,900,208,265895
3,24,9,9,1,35.3,8977500,1980,20.0,9.0,85,290,33,254320
4,24,8,10,1,37.5,10150000,1994,19.1,9.0,186,1032,301,270666
1,24,1,12,1,34.0,11600000,1966,18.8,10.1,182,831,331,341176
1,24,16,25,1,35.0,11750000,2023,14.0,11.5,178,274,131,335714
3,24,2,4,1,33.0,10000000,2023,17.2,7.5,191,1264,147,303030
4,24,14,16,1,40.5,11444000,1986,16.0,20.0,136,88,244,282567
3,24,8,16,1,32.4,8599000,2023,23.4,4.0,117,145,48,265401
3,24,8,16,1,38.9,8899000,2023,26.0,4.0,117,145,48,228766
3,24,9,15,1,42.8,19000000,2023,15.0,17.0,34,967,79,443925
1,24,9,9,1,32.5,9500000,1967,18.0,6.4,145,898,212,292307
3,24,9,28,1,37.69,22900000,2024,16.8,10.4,86,132,192,607588
3,24,15,21,1,36.5,17500000,2024,21.004284540914608,6.408504287930337,32,591,51,479452
3,24,6,14,1,45.5,32000000,2021,15.0,16.0,130,1374,150,703296
4,24,17,24,1,35.0,13300000,2017,20.141094765260583,6.145141098015392,154,252,60,380000
4,24,2,12,1,38.7,9600000,1976,20.8,9.0,188,1342,273,248062
3,24,2,25,1,46.3,16990000,2024,16.5,17.0,34,62,79,366954
3,24,8,15,1,46.9,13790000,2019,24.3,10.0,139,993,246,294029
6,24,8,16,1,40.0,13000000,1986,20.0,10.0,134,1387,242,325000
4,24,2,34,1,51.0,8580000,2004,29.34845237223685,10.0,156,490,270,168235
3,24,6,17,1,40.0,11700000,2015,18.0,10.0,104,652,167,292500
1,24,2,14,1,39.0,12900000,1993,21.0,8.7,93,741,151,330769
3,24,4,9,1,33.0,11200000,1968,19.0,7.0,164,1372,335,339393
1,24,1,16,1,38.0,10200000,1998,19.0,10.0,85,576,142,268421
1,24,12,16,1,33.2,8800000,2024,19.105267034475755,5.8291052701174575,97,1007,177,265060
4,24,10,23,1,45.0,20000000,2020,25.89569326962075,19.4,141,1010,32,444444
1,24,5,5,1,34.0,11000000,1959,18.0,8.0,61,343,103,323529
3,24,13,16,1,50.0,32500000,2023,28.772992521800834,8.778772997164845,11,31,25,650000
3,24,9,12,1,32.9,8400000,2024,22.3,3.0,97,1007,274,255319
3,24,11,21,1,31.4,10100000,2018,18.0,4.0,109,181,175,321656
4,24,4,17,1,39.0,9900000,1988,19.0,8.0,142,378,36,253846
3,24,6,9,1,36.4,10800000,2015,16.4,15.0,109,804,175,296703
4,24,15,17,1,50.0,16500000,2013,28.772992521800834,8.778772997164845,14,105,318,330000
1,24,11,12,1,52.1,7555000,2022,20.7,12.2,148,364,257,145009
1,24,8,9,1,33.0,7550000,1966,18.99017506438855,6.0,89,449,81,228787
3,24,4,9,1,32.6,9950000,1975,18.7,6.0,117,1008,195,305214
3,24,13,29,1,40.0,20900000,2025,12.9,13.6,100,274,162,522500
3,24,8,9,1,32.5,9500000,1965,18.0,6.0,12,199,251,292307
3,24,12,13,1,39.9,16800000,2025,22.960848032397063,13.2,34,62,79,421052
4,24,6,17,1,37.7,9900000,1998,21.69483636143783,8.3,82,1104,147,262599
6,24,4,25,1,45.6,13350000,2002,20.0,9.8,122,216,291,292763
4,24,2,3,1,62.6,15900000,2015,12.0,38.0,140,1199,248,253993
3,24,5,22,1,37.5,14500504,2021,21.579744391350626,6.584079747873634,191,571,249,386680
3,24,13,32,1,41.5,21890000,2024,15.8,17.1,171,935,326,527469
4,24,5,9,1,29.4,11900000,1967,20.0,5.0,137,892,209,404761
1,24,12,41,1,37.7,20500000,2024,14.0,13.0,34,412,255,543766
4,24,1,3,1,29.8,18990000,1917,15.1,6.3,91,1322,288,637248
1,24,12,14,1,39.0,12150000,1987,20.8,8.6,51,612,106,311538
3,24,2,17,1,36.2,9950000,2003,17.7,10.1,14,438,73,274861
4,24,5,9,1,21.3,9100000,1970,13.0,4.0,182,958,187,427230
4,24,7,12,1,38.9,10000000,1983,20.8,8.6,187,441,249,257069
4,24,1,16,1,34.1,10500000,1974,19.62318089986817,10.0,32,1166,160,307917
4,24,2,9,1,35.2,8000000,1970,20.25618673534779,6.0,33,1173,332,227272
1,24,12,17,1,37.0,10700000,2023,19.1,8.6,82,694,15,289189
4,24,17,17,1,38.0,13500000,1984,18.9,8.4,110,316,57,355263
4,24,9,9,1,32.4,9300000,1971,18.7,6.0,178,1203,224,287037
3,24,23,23,1,54.0,28500000,2023,28.6,13.1,171,796,279,527777
3,24,10,10,1,23.1,7050000,2023,12.4,5.7,165,1144,307,305194
4,24,14,14,1,38.5,9750000,2006,18.9,7.3,63,395,140,253246
4,24,3,3,1,45.8,8800000,2010,26.5,10.5,71,1188,118,192139
3,24,10,15,1,34.3,8200000,2021,10.7,13.6,181,661,330,239067
3,24,3,9,1,35.0,10500000,1976,20.0,9.0,117,200,195,300000
4,24,21,29,1,38.86,19400000,2024,12.0,11.0,86,132,192,499227
4,24,8,16,1,35.2,9400000,1978,19.6,11.8,160,345,292,267045
3,24,4,29,1,43.1,15250000,2019,16.0,16.0,105,983,168,353828
0,24,24,24,1,33.9,14685513,2024,12.0,15.6,154,938,264,433200
0,24,24,24,1,39.0,16788954,2024,11.8,19.3,154,938,264,430486
3,24,13,17,1,37.0,14000000,2023,19.0,8.0,134,1010,32,378378
6,24,1,5,1,32.2,11500000,1960,19.0,6.0,157,589,227,357142
3,24,1,12,1,34.8,9000000,1965,19.4,10.1,175,1175,83,258620
4,24,4,22,1,42.5,12200000,2023,21.8,10.4,38,525,133,287058
3,24,11,17,1,37.8,10999999,2023,24.8,8.0,32,857,103,291005
4,24,28,46,1,42.4,24500000,2023,13.0,18.4,171,1222,326,577830
3,24,1,17,1,38.2,8999999,1990,19.1,8.5,142,529,36,235602
3,24,4,5,1,35.0,7790000,1969,20.0,6.5,181,1024,330,222571
4,24,19,42,1,41.5,19450000,2023,24.0,17.0,65,1003,163,468674
3,24,19,41,1,54.9,30000000,2024,31.592745788937314,21.3,130,13,125,546448
3,24,10,17,1,37.0,16200000,2023,19.0,8.0,77,782,132,437837
3,24,7,31,1,57.0,16500000,2018,31.5,7.9,186,923,301,289473
4,24,5,5,1,32.1,9500000,1959,18.472261198996136,5.635972264179831,54,475,205,295950
6,24,1,22,1,38.2,13900000,1997,19.9,10.0,171,1385,164,363874
4,24,8,18,1,40.4,9600000,2015,18.6,10.5,19,1362,38,237623
3,24,11,15,1,39.7,8500000,2023,17.2,12.0,112,376,189,214105
3,24,4,12,1,52.0,19900000,2023,22.0,15.0,31,1111,60,382692
3,24,21,30,1,46.6,16000000,2025,10.8,20.5,122,1094,285,343347
1,24,10,16,1,47.0,11700000,2003,21.4,10.3,149,449,81,248936
6,24,4,22,1,34.7,8550000,1991,19.0,7.6,149,449,81,246397
3,24,4,24,1,34.0,25200000,2023,16.0,12.0,68,226,215,741176
1,24,2,18,1,41.0,19500000,2018,23.0,12.0,11,633,69,475609
1,24,11,17,1,39.0,13100000,1999,19.0,6.847442937788579,170,450,63,335897
4,24,1,2,1,17.0,4200000,2023,12.0,3.0,22,1269,47,247058
4,24,1,12,1,38.9,11600000,1982,18.0,9.0,13,901,28,298200
1,24,4,4,1,32.8,15000000,1951,18.0,7.0,5,1220,13,457317
1,24,2,8,1,30.0,10299999,1961,20.5,4.8,116,444,295,343333
1,24,2,5,1,35.6,14200000,1958,18.1,7.3,87,1329,143,398876
6,24,4,15,1,35.0,9500000,1982,17.4,8.0,2,947,27,271428
3,24,12,12,1,35.1,17500000,1971,20.198640750304186,6.162698644009722,42,1096,271,498575
1,24,2,12,1,46.7,6500000,2022,17.3,11.7,148,364,257,139186
3,24,1,12,1,35.1,11800000,2023,20.0,10.0,102,1026,166,336182
3,24,21,24,1,41.0,13390000,2021,16.4,10.2,98,511,159,326585
4,24,2,2,1,35.8,9500000,2023,15.0,10.0,9,223,20,265363
4,24,13,14,1,37.0,11700000,1979,20.0,10.0,7,418,15,316216
4,24,3,8,1,38.4,9900000,2003,20.6,8.5,85,719,33,257812
4,24,4,9,1,32.6,8600000,1968,18.7,6.7,29,1159,334,263803
4,24,3,12,1,34.6,10200000,1965,20.0,9.8,76,1160,239,294797
3,24,3,20,1,39.6,25000000,2024,16.3,13.5,171,1298,315,631313
4,24,8,17,1,38.4,9900000,1998,22.09765825674304,8.5,88,821,33,257812
3,24,13,22,1,39.1,15300000,2022,11.8,18.2,116,1010,32,391304
3,24,15,44,1,60.9,28500000,2024,13.5,25.1,171,1224,315,467980
3,24,23,25,1,46.7,11200000,2022,13.9,16.3,132,800,237,239828
6,24,2,14,1,39.0,9150000,1988,20.7,8.6,88,830,144,234615
6,24,5,8,1,30.0,12700000,1961,18.0,7.0,34,1023,227,423333
3,24,18,18,1,32.6,10855800,2023,18.759991124214142,5.72375999415148,116,197,32,333000
1,24,6,16,1,37.7,9500000,2006,19.0,7.4,63,1112,140,251989
4,24,16,17,1,38.0,14700000,1985,19.0,8.5,130,957,153,386842
4,24,4,6,1,51.6,18900000,1951,25.0,15.0,189,104,1,366279
6,24,2,23,1,41.0,19800000,2024,14.0,16.0,171,796,279,482926
1,24,6,8,1,40.0,24300000,2020,14.0,13.9,166,192,308,607500
6,24,11,14,1,36.8,13500000,1969,19.0,7.5,24,634,51,366847
3,24,7,14,1,41.1,11300000,1985,20.7,8.4,17,143,5,274939
4,24,12,17,1,34.0,12700000,2006,15.3,7.5,74,565,121,373529
4,24,3,26,1,38.4,30500000,2021,22.09765825674304,6.7420976618226005,118,791,145,794270
3,24,4,9,1,36.1,9120000,1980,19.0,9.0,85,290,33,252631
3,24,12,18,1,30.0,14900000,2023,19.0,6.0,127,635,170,496666
1,24,10,12,1,35.0,10500000,1967,20.0,10.0,119,621,324,300000
1,24,3,5,1,37.0,14940000,1953,20.0,9.0,134,1387,242,403783
3,24,16,23,1,43.4,30000000,2024,12.8,17.1,171,796,279,691244
6,24,5,27,1,37.0,22300000,2019,21.292014466132617,8.0,77,1350,0,602702
3,24,1,3,1,20.9,6895000,1900,12.9,3.0,9,223,333,329904
3,24,15,17,1,40.6,9400000,2014,20.0,10.0,109,1165,175,231527
3,24,1,3,1,32.7,6000000,2023,15.0,10.0,3,390,11,183486
3,24,5,21,2,60.5,26000000,2022,36.0,12.0,171,786,164,429752
3,24,14,23,3,59.2,25500000,2023,34.067223145812186,19.8,41,817,46,430743
3,24,8,58,1,37.0,16450000,2026,10.9,18.8,60,91,90,444594
3,24,5,12,3,62.8,14700000,2023,44.6,7.0,177,519,336,234076
1,24,1,5,1,32.0,11500000,1959,17.0,6.0,191,1176,249,359375
1,24,2,25,2,81.0,39900000,2023,50.0,31.0,122,314,285,492592
4,24,22,25,2,59.7,16250000,2019,23.0,16.0,93,770,233,272194
3,24,2,15,3,67.3,35700000,2022,30.1,15.0,130,303,235,530460
3,24,11,17,2,52.0,19700000,2003,33.0,10.0,110,868,303,378846
4,24,8,9,3,52.0,11700000,2023,29.923912222672868,7.0,192,485,180,225000
4,24,14,16,2,55.0,20500000,1997,33.0,9.5,171,1385,164,372727
4,24,7,12,2,72.6,33300000,2023,41.77838514165481,16.0,130,1086,235,458677
3,24,20,36,4,122.6,58700000,2023,72.0,20.0,11,633,69,478792
4,24,5,9,2,45.0,11100000,1977,29.0,6.1,192,1344,180,246666
3,24,2,22,2,42.5,25600000,2019,25.0,8.0,5,1202,111,602352
4,24,3,5,1,30.9,9350000,2023,16.6,5.5,54,473,85,302588
4,24,10,19,1,42.0,18999000,2023,17.1,11.0,110,808,170,452357
3,24,17,23,4,170.7,52400000,1999,105.3,13.4,130,47,219,306971
1,24,7,17,2,53.8,21490000,1986,32.4,9.3,69,597,116,399442
4,24,4,9,2,45.0,13700000,2023,28.0,6.5,118,281,145,304444
3,24,2,5,4,140.0,150000000,2021,100.0,10.0,46,842,174,1071428
6,24,1,7,2,59.0,45000000,1910,38.0,10.0,168,388,260,762711
3,24,1,14,2,55.0,13900000,2005,25.0,12.0,90,870,37,252727
1,24,1,12,1,34.0,9000000,1968,19.0,10.0,119,621,208,264705
3,24,2,9,4,62.9,14500000,1971,46.3,6.0,22,297,58,230524
4,24,8,12,4,125.9,88500000,2023,72.4503951698945,28.0,41,272,129,702938
3,24,13,17,1,37.9,13000000,1986,23.0,8.5,69,596,116,343007
0,24,2,20,2,93.9,27762380,2024,29.1,25.0,32,744,103,295658
4,24,7,14,1,39.4,10500000,1997,20.0,9.0,88,774,33,266497
4,24,2,17,1,38.5,12500000,2003,18.9,7.3,85,576,142,324675
3,24,7,10,2,47.0,33500000,1957,28.7,6.0,30,1143,42,712765
0,24,19,45,1,26.2,15327000,2021,12.5,4.600077050514379,47,480,251,585000
4,24,9,17,2,50.0,13600000,1984,30.2,8.3,82,694,147,272000
3,24,6,9,3,58.6,13800000,1974,44.7,6.0,16,734,37,235494
3,24,5,5,3,96.3,30000000,1959,55.4167835969884,12.0,134,1343,242,311526
1,24,5,12,1,38.5,14000000,1981,22.15520424178664,8.5,20,733,310,363636
